Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime
Sharon,3,6.4,139.5,985,25,1991030904,1991-03-09T04
Sharon,3,6.5,138.5,985,25,1991030910,1991-03-09T10
Sharon,3,6.7,137.6,980,30,1991030916,1991-03-09T16
Sharon,3,6.8,136.8,980,30,1991030922,1991-03-09T22
Sharon,3,6.8,136.0,980,30,1991031004,1991-03-10T04
Sharon,3,6.9,135.3,980,30,1991031010,1991-03-10T10
Sharon,3,6.9,134.5,980,30,1991031016,1991-03-10T16
Sharon,3,6.9,133.5,985,25,1991031022,1991-03-10T22
Sharon,3,7.0,132.4,985,25,1991031104,1991-03-11T04
Sharon,3,7.3,131.8,990,25,1991031110,1991-03-11T10
Sharon,2,7.7,131.0,990,20,1991031116,1991-03-11T16
Sharon,2,8.3,130.0,995,20,1991031122,1991-03-11T22
Sharon,2,8.6,128.8,995,20,1991031204,1991-03-12T04
Sharon,2,9.0,127.7,998,20,1991031210,1991-03-12T10
Sharon,2,9.5,126.1,998,20,1991031216,1991-03-12T16
Sharon,2,10.5,125.1,998,20,1991031222,1991-03-12T22
Sharon,1,11.0,124.0,998,15,1991031304,1991-03-13T04
Sharon,1,11.3,123.0,1000,15,1991031310,1991-03-13T10
Sharon,1,11.5,122.3,1000,15,1991031316,1991-03-13T16
Sharon,1,10.5,122.3,1000,15,1991031322,1991-03-13T22
Kong-rey,1,5.8,158.2,1006,12,2007033004,2007-03-30T04
Kong-rey,1,6.3,158.1,1002,15,2007033010,2007-03-30T10
Kong-rey,1,6.7,157.9,1002,15,2007033016,2007-03-30T16
Kong-rey,1,7.1,156.6,1002,15,2007033022,2007-03-30T22
Kong-rey,1,7.6,155.5,1000,15,2007033104,2007-03-31T04
Kong-rey,1,8.4,154.2,1000,15,2007033110,2007-03-31T10
Kong-rey,2,9.7,152.8,998,18,2007033116,2007-03-31T16
Kong-rey,2,10.2,152.1,996,20,2007033122,2007-03-31T22
Kong-rey,2,10.4,151.4,990,23,2007040104,2007-04-01T04
Kong-rey,3,11.0,150.8,990,25,2007040110,2007-04-01T10
Kong-rey,3,12.1,149.6,985,28,2007040116,2007-04-01T16
Kong-rey,3,13.4,148.9,980,30,2007040122,2007-04-01T22
Kong-rey,4,14.5,147.7,980,33,2007040204,2007-04-02T04
Kong-rey,4,15.2,146.8,975,33,2007040210,2007-04-02T10
Kong-rey,4,16.1,145.8,970,35,2007040216,2007-04-02T16
Kong-rey,4,16.9,144.7,970,35,2007040222,2007-04-02T22
Kong-rey,4,17.7,144.3,960,40,2007040304,2007-04-03T04
Kong-rey,4,18.7,144.3,960,40,2007040310,2007-04-03T10
Kong-rey,4,20.0,144.3,965,40,2007040316,2007-04-03T16
Kong-rey,4,21.0,145.1,970,35,2007040322,2007-04-03T22
Kong-rey,3,22.0,146.5,980,30,2007040404,2007-04-04T04
Kong-rey,3,22.8,148.0,990,25,2007040410,2007-04-04T10
Kong-rey,2,23.9,150.1,990,23,2007040416,2007-04-04T16
Kong-rey,2,25.1,152.5,996,18,2007040422,2007-04-04T22
Kong-rey,2,25.9,155.0,996,18,2007040504,2007-04-05T04
Kong-rey,1,26.6,157.5,998,15,2007040510,2007-04-05T10
Kong-rey,9,27.0,160.0,1002,15,2007040516,2007-04-05T16
Ruby,2,8.9,140.6,1000,20,1959022610,1959-02-26T10
Ruby,3,8.7,139.5,998,25,1959022616,1959-02-26T16
Ruby,3,8.5,138.7,995,25,1959022622,1959-02-26T22
Ruby,3,8.4,137.8,995,25,1959022704,1959-02-27T04
Ruby,3,8.3,137.0,995,25,1959022710,1959-02-27T10
Ruby,3,8.2,136.1,995,25,1959022716,1959-02-27T16
Ruby,3,8.7,134.8,995,25,1959022722,1959-02-27T22
Ruby,3,8.7,133.5,997,25,1959022804,1959-02-28T04
Ruby,2,8.3,132.3,999,20,1959022810,1959-02-28T10
Ruby,1,7.7,131.2,1002,15,1959022816,1959-02-28T16
Ruby,1,7.1,130.1,1004,15,1959022822,1959-02-28T22
Ruby,0,6.7,129.0,1005,0,1959030104,1959-03-01T04
Freda,1,6.0,168.0,1004,12,1981031116,1981-03-11T16
Freda,1,6.6,167.4,1004,15,1981031122,1981-03-11T22
Freda,1,7.0,166.8,1000,15,1981031204,1981-03-12T04
Freda,2,7.5,166.0,994,20,1981031210,1981-03-12T10
Freda,2,8.2,165.2,992,20,1981031216,1981-03-12T16
Freda,2,9.0,164.3,992,20,1981031222,1981-03-12T22
Freda,2,9.9,163.4,990,20,1981031304,1981-03-13T04
Freda,3,10.6,162.6,987,25,1981031310,1981-03-13T10
Freda,3,11.5,162.0,980,30,1981031316,1981-03-13T16
Freda,3,12.7,161.3,979,30,1981031322,1981-03-13T22
Freda,3,14.2,161.1,975,30,1981031404,1981-03-14T04
Freda,4,14.6,161.6,970,35,1981031410,1981-03-14T10
Freda,4,15.5,161.9,960,40,1981031416,1981-03-14T16
Freda,5,16.9,162.9,947,50,1981031422,1981-03-14T22
Freda,5,18.1,163.9,945,50,1981031504,1981-03-15T04
Freda,5,19.1,165.0,944,50,1981031510,1981-03-15T10
Freda,5,20.0,166.0,945,50,1981031516,1981-03-15T16
Freda,5,21.0,167.2,950,45,1981031522,1981-03-15T22
Freda,5,21.9,168.3,955,45,1981031604,1981-03-16T04
Freda,4,23.0,169.4,960,40,1981031610,1981-03-16T10
Freda,4,24.0,170.5,966,35,1981031616,1981-03-16T16
Freda,3,25.2,171.7,975,30,1981031622,1981-03-16T22
Freda,3,27.1,173.3,982,25,1981031704,1981-03-17T04
Freda,3,28.0,174.6,980,25,1981031710,1981-03-17T10
Freda,3,29.0,176.0,985,25,1981031716,1981-03-17T16
Freda,2,31.6,181.0,990,20,1981031722,1981-03-17T22
Charlotte,1,14.8,117.9,992,15,1952060822,1952-06-08T22
Charlotte,2,14.8,117.5,990,20,1952060904,1952-06-09T04
Charlotte,3,15.0,117.0,988,25,1952060910,1952-06-09T10
Charlotte,3,15.3,116.6,987,30,1952060916,1952-06-09T16
Charlotte,3,16.3,116.3,985,30,1952060922,1952-06-09T22
Charlotte,3,17.3,116.0,983,30,1952061004,1952-06-10T04
Charlotte,3,18.3,115.6,981,30,1952061010,1952-06-10T10
Charlotte,4,19.1,114.9,978,35,1952061016,1952-06-10T16
Charlotte,4,19.5,114.4,971,35,1952061022,1952-06-10T22
Charlotte,4,19.9,113.9,966,40,1952061104,1952-06-11T04
Charlotte,4,20.3,113.3,962,40,1952061110,1952-06-11T10
Charlotte,4,20.6,112.6,960,40,1952061116,1952-06-11T16
Charlotte,4,20.7,112.1,961,40,1952061122,1952-06-11T22
Charlotte,4,20.9,111.7,970,35,1952061204,1952-06-12T04
Charlotte,3,21.2,111.4,980,30,1952061210,1952-06-12T10
Charlotte,3,21.5,111.2,985,25,1952061216,1952-06-12T16
Charlotte,2,22.0,111.1,988,20,1952061222,1952-06-12T22
Charlotte,1,22.5,111.4,990,15,1952061304,1952-06-13T04
Charlotte,1,22.7,112.2,993,15,1952061310,1952-06-13T10
Charlotte,0,23.0,112.5,993,10,1952061316,1952-06-13T16
Charlotte,0,23.3,112.8,996,9,1952061322,1952-06-13T22
Charlotte,0,23.5,113.4,1000,9,1952061404,1952-06-14T04
Charlotte,0,23.7,114.0,1000,9,1952061410,1952-06-14T10
Charlotte,0,24.0,114.9,1002,9,1952061416,1952-06-14T16
Phyllis,1,7.0,177.3,1000,15,1969011522,1969-01-15T22
Phyllis,2,7.5,175.9,995,20,1969011604,1969-01-16T04
Phyllis,3,7.9,174.3,990,25,1969011610,1969-01-16T10
Phyllis,3,8.3,172.7,985,30,1969011616,1969-01-16T16
Phyllis,4,8.6,171.0,978,35,1969011622,1969-01-16T22
Phyllis,4,8.8,169.2,978,35,1969011704,1969-01-17T04
Phyllis,4,9.0,167.4,977,35,1969011710,1969-01-17T10
Phyllis,4,9.2,165.8,975,40,1969011716,1969-01-17T16
Phyllis,5,9.6,164.0,972,45,1969011722,1969-01-17T22
Phyllis,5,10.3,162.2,970,45,1969011804,1969-01-18T04
Phyllis,5,10.8,160.5,967,45,1969011810,1969-01-18T10
Phyllis,5,11.2,159.1,968,45,1969011816,1969-01-18T16
Phyllis,5,11.4,157.9,968,45,1969011822,1969-01-18T22
Phyllis,5,11.8,156.4,968,45,1969011904,1969-01-19T04
Phyllis,5,12.4,154.8,968,45,1969011910,1969-01-19T10
Phyllis,5,12.7,153.3,968,45,1969011916,1969-01-19T16
Phyllis,5,13.3,152.3,970,45,1969011922,1969-01-19T22
Phyllis,4,13.8,151.2,976,40,1969012004,1969-01-20T04
Phyllis,4,14.0,150.3,977,40,1969012010,1969-01-20T10
Phyllis,4,13.7,149.8,980,35,1969012016,1969-01-20T16
Phyllis,4,14.0,149.6,980,35,1969012022,1969-01-20T22
Phyllis,3,13.8,150.0,984,30,1969012104,1969-01-21T04
Phyllis,3,13.0,148.5,990,25,1969012110,1969-01-21T10
Phyllis,2,13.4,146.3,995,20,1969012116,1969-01-21T16
Phyllis,2,13.6,144.6,997,20,1969012122,1969-01-21T22
Phyllis,1,13.7,142.3,1000,15,1969012204,1969-01-22T04
Phyllis,1,13.4,140.6,1000,15,1969012210,1969-01-22T10
Phyllis,1,12.8,139.0,1000,15,1969012216,1969-01-22T16
Phyllis,1,12.1,137.3,1000,15,1969012222,1969-01-22T22
Phyllis,1,11.7,135.9,1000,15,1969012304,1969-01-23T04
Phyllis,1,11.4,134.3,1002,12,1969012310,1969-01-23T10
Phyllis,0,11.3,132.5,1006,0,1969012316,1969-01-23T16
Phyllis,0,11.3,130.8,1006,0,1969012322,1969-01-23T22
Phyllis,0,11.4,128.8,1006,0,1969012404,1969-01-24T04
Phyllis,0,11.5,127.0,1006,0,1969012410,1969-01-24T10
Sarah,0,14.0,117.0,1004,10,1983062216,1983-06-22T16
Sarah,0,13.0,117.0,1004,10,1983062222,1983-06-22T22
Sarah,1,11.5,116.5,1004,12,1983062304,1983-06-23T04
Sarah,1,11.5,115.0,1003,12,1983062310,1983-06-23T10
Sarah,1,12.5,114.0,1003,12,1983062316,1983-06-23T16
Sarah,1,13.0,113.0,1000,15,1983062322,1983-06-23T22
Sarah,1,13.5,112.0,1000,15,1983062404,1983-06-24T04
Sarah,1,14.2,111.3,1000,15,1983062410,1983-06-24T10
Sarah,1,15.1,110.5,998,15,1983062416,1983-06-24T16
Sarah,2,15.7,109.8,998,20,1983062422,1983-06-24T22
Sarah,2,16.2,108.9,998,20,1983062504,1983-06-25T04
Sarah,2,17.7,107.3,998,20,1983062510,1983-06-25T10
Sarah,1,18.0,106.3,1000,15,1983062516,1983-06-25T16
Sarah,1,18.5,105.0,1000,12,1983062522,1983-06-25T22
Alice,1,2.0,174.0,1002,15,1978123022,1978-12-30T22
Alice,1,2.1,172.6,1000,15,1978123104,1978-12-31T04
Alice,1,2.3,171.6,1000,15,1978123110,1978-12-31T10
Alice,2,3.0,171.0,998,20,1978123116,1978-12-31T16
Alice,2,3.7,170.1,995,20,1978123122,1978-12-31T22
Alice,2,4.4,169.6,995,20,1979010104,1979-01-01T04
Alice,3,5.0,169.1,990,25,1979010110,1979-01-01T10
Alice,3,5.3,168.7,986,25,1979010116,1979-01-01T16
Alice,3,5.6,168.0,986,25,1979010122,1979-01-01T22
Alice,3,6.1,167.7,986,25,1979010204,1979-01-02T04
Alice,3,6.6,168.0,986,25,1979010210,1979-01-02T10
Alice,3,7.3,168.3,984,25,1979010216,1979-01-02T16
Alice,3,8.0,168.0,984,25,1979010222,1979-01-02T22
Alice,3,8.5,168.2,984,25,1979010304,1979-01-03T04
Alice,3,9.0,168.3,984,25,1979010310,1979-01-03T10
Alice,3,9.2,167.9,982,25,1979010316,1979-01-03T16
Alice,3,9.3,167.3,982,30,1979010322,1979-01-03T22
Alice,3,9.3,166.7,980,30,1979010404,1979-01-04T04
Alice,3,9.5,165.9,980,30,1979010410,1979-01-04T10
Alice,3,9.6,165.1,975,30,1979010416,1979-01-04T16
Alice,3,9.7,164.2,975,30,1979010422,1979-01-04T22
Alice,3,9.8,163.4,969,30,1979010504,1979-01-05T04
Alice,3,10.4,162.6,967,30,1979010510,1979-01-05T10
Alice,3,11.2,161.6,964,30,1979010516,1979-01-05T16
Alice,4,12.0,160.4,962,35,1979010522,1979-01-05T22
Alice,4,12.1,159.5,961,35,1979010604,1979-01-06T04
Alice,4,12.2,158.5,958,35,1979010610,1979-01-06T10
Alice,4,12.3,157.6,950,40,1979010616,1979-01-06T16
Alice,4,12.4,156.5,948,40,1979010622,1979-01-06T22
Alice,5,12.5,155.3,940,45,1979010704,1979-01-07T04
Alice,5,12.2,154.0,928,50,1979010710,1979-01-07T10
Alice,5,12.1,152.9,930,50,1979010716,1979-01-07T16
Alice,5,12.0,151.5,935,50,1979010722,1979-01-07T22
Alice,5,12.0,150.3,945,45,1979010804,1979-01-08T04
Alice,5,11.9,149.0,957,45,1979010810,1979-01-08T10
Alice,5,11.9,147.8,960,45,1979010816,1979-01-08T16
Alice,4,12.1,146.7,965,40,1979010822,1979-01-08T22
Alice,4,12.1,145.3,970,40,1979010904,1979-01-09T04
Alice,4,11.9,144.2,970,40,1979010910,1979-01-09T10
Alice,4,12.0,142.8,970,40,1979010916,1979-01-09T16
Alice,4,12.2,141.5,965,40,1979010922,1979-01-09T22
Alice,4,12.3,140.3,960,40,1979011004,1979-01-10T04
Alice,4,12.4,139.1,950,40,1979011010,1979-01-10T10
Alice,5,12.5,138.7,945,45,1979011016,1979-01-10T16
Alice,5,12.7,138.1,941,45,1979011022,1979-01-10T22
Alice,5,13.0,137.6,938,45,1979011104,1979-01-11T04
Alice,5,13.5,137.2,940,45,1979011110,1979-01-11T10
Alice,5,13.8,137.1,945,45,1979011116,1979-01-11T16
Alice,5,14.2,136.8,950,45,1979011122,1979-01-11T22
Alice,4,14.6,136.6,960,40,1979011204,1979-01-12T04
Alice,4,15.1,136.6,965,40,1979011210,1979-01-12T10
Alice,4,15.5,136.8,970,35,1979011216,1979-01-12T16
Alice,4,15.9,136.9,980,35,1979011222,1979-01-12T22
Alice,3,16.1,137.1,985,30,1979011304,1979-01-13T04
Alice,3,16.5,137.5,985,30,1979011310,1979-01-13T10
Alice,3,17.0,137.0,985,25,1979011316,1979-01-13T16
Alice,3,16.8,135.8,985,25,1979011322,1979-01-13T22
Alice,2,17.0,135.1,990,20,1979011404,1979-01-14T04
Alice,1,17.3,134.3,994,15,1979011410,1979-01-14T10
Alice,1,17.3,133.3,998,12,1979011416,1979-01-14T16
Alice,0,17.2,132.3,998,10,1979011422,1979-01-14T22
Lingling,1,9.8,127.9,1006,13,2014011622,2014-01-16T22
Lingling,1,9.7,127.6,1006,13,2014011704,2014-01-17T04
Lingling,1,9.6,127.4,1006,13,2014011710,2014-01-17T10
Lingling,1,9.4,127.5,1002,15,2014011716,2014-01-17T16
Lingling,2,9.1,127.8,1000,18,2014011722,2014-01-17T22
Lingling,2,8.6,128.0,1000,18,2014011804,2014-01-18T04
Lingling,2,8.0,128.1,1000,18,2014011810,2014-01-18T10
Lingling,2,7.5,128.1,1000,18,2014011816,2014-01-18T16
Lingling,1,7.2,128.1,1002,15,2014011822,2014-01-18T22
Lingling,1,6.9,128.1,1006,13,2014011904,2014-01-19T04
Owen,1,10.8,134.8,1004,12,1994033104,1994-03-31T04
Owen,1,11.1,133.9,1002,15,1994033110,1994-03-31T10
Owen,1,11.3,133.0,1000,15,1994033116,1994-03-31T16
Owen,2,11.4,132.1,996,20,1994033122,1994-03-31T22
Owen,2,11.6,131.6,996,20,1994040104,1994-04-01T04
Owen,2,11.6,131.1,996,20,1994040110,1994-04-01T10
Owen,2,11.6,130.6,996,20,1994040116,1994-04-01T16
Owen,2,11.5,129.8,996,20,1994040122,1994-04-01T22
Owen,2,11.4,129.2,995,20,1994040204,1994-04-02T04
Owen,2,11.3,128.7,995,20,1994040210,1994-04-02T10
Owen,3,11.0,128.2,990,25,1994040216,1994-04-02T16
Owen,3,10.6,127.6,985,25,1994040222,1994-04-02T22
Owen,3,10.4,127.1,985,25,1994040304,1994-04-03T04
Owen,3,10.3,126.5,980,30,1994040310,1994-04-03T10
Owen,3,10.2,125.9,980,30,1994040316,1994-04-03T16
Owen,3,10.4,124.4,980,30,1994040322,1994-04-03T22
Owen,3,10.7,123.1,980,30,1994040404,1994-04-04T04
Owen,3,10.6,122.1,985,25,1994040410,1994-04-04T10
Owen,3,10.6,121.2,990,25,1994040416,1994-04-04T16
Owen,3,10.8,120.4,990,25,1994040422,1994-04-04T22
Owen,3,11.3,119.7,990,25,1994040504,1994-04-05T04
Owen,2,11.7,118.7,996,20,1994040510,1994-04-05T10
Owen,2,11.9,117.7,996,20,1994040516,1994-04-05T16
Owen,2,12.2,117.0,994,20,1994040522,1994-04-05T22
Owen,3,12.5,116.4,990,25,1994040604,1994-04-06T04
Owen,3,12.9,116.0,990,25,1994040610,1994-04-06T10
Owen,3,13.4,115.7,990,25,1994040616,1994-04-06T16
Owen,2,14.3,116.0,995,20,1994040622,1994-04-06T22
Owen,2,15.3,116.5,995,20,1994040704,1994-04-07T04
Owen,2,15.7,116.6,995,20,1994040710,1994-04-07T10
Owen,2,16.2,116.7,995,20,1994040716,1994-04-07T16
Owen,2,16.6,116.9,996,20,1994040722,1994-04-07T22
Owen,2,17.1,117.2,996,20,1994040804,1994-04-08T04
Owen,1,17.5,117.5,1000,15,1994040810,1994-04-08T10
Owen,1,18.0,118.0,1002,15,1994040816,1994-04-08T16
Owen,1,18.5,118.5,1005,12,1994040822,1994-04-08T22
Sarah,1,8.2,142.5,1000,12,1971010722,1971-01-07T22
Sarah,1,8.4,141.2,1000,12,1971010804,1971-01-08T04
Sarah,1,8.8,139.8,1000,12,1971010810,1971-01-08T10
Sarah,1,9.5,138.6,998,15,1971010816,1971-01-08T16
Sarah,2,10.7,137.7,997,20,1971010822,1971-01-08T22
Sarah,2,11.1,137.1,994,20,1971010904,1971-01-09T04
Sarah,2,11.2,136.4,990,20,1971010910,1971-01-09T10
Sarah,3,10.9,136.4,989,25,1971010916,1971-01-09T16
Sarah,3,12.0,137.1,990,25,1971010922,1971-01-09T22
Sarah,2,13.4,137.6,995,20,1971011004,1971-01-10T04
Sarah,2,14.4,139.1,998,20,1971011010,1971-01-10T10
Sarah,2,14.8,140.3,1000,20,1971011016,1971-01-10T16
Sarah,1,15.3,140.9,1000,15,1971011022,1971-01-10T22
Sarah,1,16.0,141.3,1000,15,1971011104,1971-01-11T04
Sarah,9,16.8,142.0,1000,15,1971011110,1971-01-11T10
Sarah,9,17.6,144.0,997,20,1971011116,1971-01-11T16
Sarah,9,17.8,146.1,996,20,1971011122,1971-01-11T22
Sarah,9,18.0,148.0,996,20,1971011204,1971-01-12T04
Sarah,9,18.8,150.5,998,15,1971011210,1971-01-12T10
Sarah,9,20.8,153.4,1000,15,1971011216,1971-01-12T16
Sarah,9,22.7,157.0,1002,15,1971011222,1971-01-12T22
Sarah,9,23.5,161.0,1002,12,1971011304,1971-01-13T04
Sarah,9,23.5,164.5,1002,12,1971011310,1971-01-13T10
Sarah,9,23.5,168.5,1003,12,1971011316,1971-01-13T16
Sarah,9,23.7,173.0,1004,0,1971011322,1971-01-13T22
Sarah,9,24.0,177.5,1004,0,1971011404,1971-01-14T04
Omais,1,7.9,142.6,1004,15,2010032122,2010-03-21T22
Omais,1,8.4,141.8,1004,15,2010032204,2010-03-22T04
Omais,1,8.9,140.7,1002,15,2010032210,2010-03-22T10
Omais,1,9.5,139.6,1002,15,2010032216,2010-03-22T16
Omais,1,10.1,138.7,1002,15,2010032222,2010-03-22T22
Omais,1,10.6,137.4,1002,15,2010032304,2010-03-23T04
Omais,1,10.9,136.4,1002,15,2010032310,2010-03-23T10
Omais,1,11.6,135.5,1000,15,2010032316,2010-03-23T16
Omais,1,12.3,134.5,1000,15,2010032322,2010-03-23T22
Omais,2,13.3,133.4,998,18,2010032404,2010-03-24T04
Omais,2,14.1,132.6,998,18,2010032410,2010-03-24T10
Omais,2,14.8,132.3,998,18,2010032416,2010-03-24T16
Omais,2,15.4,132.1,998,18,2010032422,2010-03-24T22
Omais,2,16.2,132.1,998,18,2010032504,2010-03-25T04
Omais,2,17.0,132.2,998,18,2010032510,2010-03-25T10
Omais,2,17.4,131.6,1000,18,2010032516,2010-03-25T16
Omais,1,17.6,131.8,1004,15,2010032522,2010-03-25T22
Omais,1,17.7,132.1,1006,13,2010032604,2010-03-26T04
Axel,1,5.2,178.5,1000,15,1992010422,1992-01-04T22
Axel,1,5.5,177.5,1000,15,1992010504,1992-01-05T04
Axel,1,5.8,176.5,998,15,1992010510,1992-01-05T10
Axel,2,6.1,176.1,995,20,1992010516,1992-01-05T16
Axel,2,6.2,175.1,995,20,1992010522,1992-01-05T22
Axel,2,6.2,174.4,995,20,1992010604,1992-01-06T04
Axel,2,6.2,173.0,990,20,1992010610,1992-01-06T10
Axel,2,6.1,172.2,990,20,1992010616,1992-01-06T16
Axel,3,5.8,170.7,985,25,1992010622,1992-01-06T22
Axel,3,5.6,169.5,985,25,1992010704,1992-01-07T04
Axel,3,5.6,168.8,985,25,1992010710,1992-01-07T10
Axel,3,5.8,168.5,980,30,1992010716,1992-01-07T16
Axel,3,5.8,167.7,980,30,1992010722,1992-01-07T22
Axel,3,6.2,166.0,980,30,1992010804,1992-01-08T04
Axel,3,6.5,163.9,980,30,1992010810,1992-01-08T10
Axel,3,6.8,162.3,980,30,1992010816,1992-01-08T16
Axel,3,7.0,160.5,980,30,1992010822,1992-01-08T22
Axel,3,7.2,159.2,980,30,1992010904,1992-01-09T04
Axel,3,7.2,157.3,980,30,1992010910,1992-01-09T10
Axel,3,7.3,155.8,985,25,1992010916,1992-01-09T16
Axel,3,8.2,154.7,985,25,1992010922,1992-01-09T22
Axel,2,8.5,153.7,990,20,1992011004,1992-01-10T04
Axel,2,8.9,152.9,995,20,1992011010,1992-01-10T10
Axel,2,9.6,152.4,995,20,1992011016,1992-01-10T16
Axel,2,9.6,151.4,995,20,1992011022,1992-01-10T22
Axel,1,9.8,150.4,998,15,1992011104,1992-01-11T04
Axel,1,10.1,149.3,998,15,1992011110,1992-01-11T10
Axel,1,10.3,148.0,998,15,1992011116,1992-01-11T16
Axel,1,10.4,146.1,998,15,1992011122,1992-01-11T22
Axel,1,10.5,144.5,998,15,1992011204,1992-01-12T04
Axel,1,10.7,143.4,1000,15,1992011210,1992-01-12T10
Axel,1,11.3,143.2,1000,15,1992011216,1992-01-12T16
Axel,1,12.2,143.0,1000,15,1992011222,1992-01-12T22
Axel,1,13.2,142.5,1002,15,1992011304,1992-01-13T04
Axel,1,13.9,141.9,1002,15,1992011310,1992-01-13T10
Axel,1,14.2,140.8,1004,12,1992011316,1992-01-13T16
Kulap,1,6.0,150.2,1004,15,2005011316,2005-01-13T16
Kulap,1,5.7,148.0,1002,15,2005011322,2005-01-13T22
Kulap,1,6.0,147.4,1000,15,2005011404,2005-01-14T04
Kulap,1,6.8,147.1,1000,15,2005011410,2005-01-14T10
Kulap,1,7.5,146.3,1000,15,2005011416,2005-01-14T16
Kulap,1,8.1,147.4,998,15,2005011422,2005-01-14T22
Kulap,2,9.5,147.4,995,18,2005011504,2005-01-15T04
Kulap,2,10.4,146.9,992,20,2005011510,2005-01-15T10
Kulap,2,11.5,146.6,992,20,2005011516,2005-01-15T16
Kulap,2,12.5,146.2,990,23,2005011522,2005-01-15T22
Kulap,2,13.1,145.9,990,23,2005011604,2005-01-16T04
Kulap,2,13.5,146.5,990,23,2005011610,2005-01-16T10
Kulap,2,14.2,147.7,990,23,2005011616,2005-01-16T16
Kulap,2,14.9,148.6,990,23,2005011622,2005-01-16T22
Kulap,2,15.7,149.6,990,23,2005011704,2005-01-17T04
Kulap,3,16.3,150.7,985,25,2005011710,2005-01-17T10
Kulap,3,16.7,151.6,985,25,2005011716,2005-01-17T16
Kulap,3,17.3,152.6,985,25,2005011722,2005-01-17T22
Kulap,3,17.6,153.2,985,25,2005011804,2005-01-18T04
Kulap,2,18.0,153.8,990,23,2005011810,2005-01-18T10
Kulap,2,18.4,154.4,1000,18,2005011816,2005-01-18T16
Kulap,1,18.7,155.1,1004,15,2005011822,2005-01-18T22
Kulap,1,18.9,155.8,1010,12,2005011904,2005-01-19T04
Lola,1,6.6,137.6,1002,12,1975012022,1975-01-20T22
Lola,1,6.9,137.0,1002,12,1975012104,1975-01-21T04
Lola,1,7.2,136.2,1002,12,1975012110,1975-01-21T10
Lola,1,7.3,135.5,1002,12,1975012116,1975-01-21T16
Lola,2,7.5,134.8,1000,20,1975012122,1975-01-21T22
Lola,2,7.6,134.5,995,20,1975012204,1975-01-22T04
Lola,3,7.8,134.2,990,25,1975012210,1975-01-22T10
Lola,3,8.0,134.0,990,25,1975012216,1975-01-22T16
Lola,3,8.5,133.0,985,30,1975012222,1975-01-22T22
Lola,3,8.8,131.4,985,30,1975012304,1975-01-23T04
Lola,4,8.8,129.7,980,35,1975012310,1975-01-23T10
Lola,4,8.8,128.0,975,35,1975012316,1975-01-23T16
Lola,4,9.0,126.4,975,35,1975012322,1975-01-23T22
Lola,3,9.4,124.6,985,30,1975012404,1975-01-24T04
Lola,3,10.2,122.7,990,25,1975012410,1975-01-24T10
Lola,3,10.9,120.8,995,25,1975012416,1975-01-24T16
Lola,3,11.7,118.7,995,25,1975012422,1975-01-24T22
Lola,3,12.3,116.8,993,30,1975012504,1975-01-25T04
Lola,3,13.0,115.1,993,30,1975012510,1975-01-25T10
Lola,3,13.6,114.0,990,30,1975012516,1975-01-25T16
Lola,4,14.2,113.2,990,35,1975012522,1975-01-25T22
Lola,4,15.1,112.5,990,35,1975012604,1975-01-26T04
Lola,4,15.7,112.3,990,35,1975012610,1975-01-26T10
Lola,4,16.3,112.2,990,35,1975012616,1975-01-26T16
Lola,4,16.9,112.3,990,40,1975012622,1975-01-26T22
Lola,4,16.7,112.8,995,35,1975012704,1975-01-27T04
Lola,3,16.0,112.7,998,30,1975012710,1975-01-27T10
Lola,3,15.5,112.3,1000,25,1975012716,1975-01-27T16
Lola,2,15.0,111.7,1000,20,1975012722,1975-01-27T22
Lola,1,14.8,111.1,1005,15,1975012804,1975-01-28T04
Orchid,1,7.2,149.1,1004,12,1987010816,1987-01-08T16
Orchid,1,7.6,147.8,1004,12,1987010822,1987-01-08T22
Orchid,1,8.0,146.3,1002,15,1987010904,1987-01-09T04
Orchid,2,8.5,144.8,995,20,1987010910,1987-01-09T10
Orchid,3,8.8,143.3,989,25,1987010916,1987-01-09T16
Orchid,3,9.2,142.0,986,25,1987010922,1987-01-09T22
Orchid,4,9.5,140.7,977,35,1987011004,1987-01-10T04
Orchid,4,9.8,139.3,968,40,1987011010,1987-01-10T10
Orchid,5,10.2,138.0,955,45,1987011016,1987-01-10T16
Orchid,5,10.4,136.9,955,45,1987011022,1987-01-10T22
Orchid,5,10.7,135.9,964,45,1987011104,1987-01-11T04
Orchid,4,10.9,134.9,970,40,1987011110,1987-01-11T10
Orchid,4,11.0,134.0,980,35,1987011116,1987-01-11T16
Orchid,4,11.3,133.3,975,35,1987011122,1987-01-11T22
Orchid,3,11.7,132.7,978,30,1987011204,1987-01-12T04
Orchid,3,11.8,132.1,985,30,1987011210,1987-01-12T10
Orchid,3,11.3,131.6,991,25,1987011216,1987-01-12T16
Orchid,3,10.5,131.4,991,25,1987011222,1987-01-12T22
Orchid,2,10.0,131.5,995,20,1987011304,1987-01-13T04
Orchid,2,9.5,131.8,995,20,1987011310,1987-01-13T10
Fran,0,5.5,128.6,1006,0,1962020204,1962-02-02T04
Fran,0,5.4,128.4,1006,0,1962020210,1962-02-02T10
Fran,1,5.5,128.5,1005,15,1962020216,1962-02-02T16
