Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC)
Vernon,1,12.0,113.5,1003,12,1984060716
Vernon,1,12.5,112.9,1002,15,1984060722
Vernon,1,13.0,112.6,1002,15,1984060804
Vernon,1,13.5,112.4,999,15,1984060810
Vernon,1,14.0,112.3,999,15,1984060816
Vernon,2,14.3,112.1,998,20,1984060822
Vernon,2,14.8,111.9,994,20,1984060904
Vernon,2,15.2,111.2,994,20,1984060910
Vernon,2,15.5,109.8,995,20,1984060916
Vernon,2,16.1,108.9,996,20,1984060922
Vernon,2,17.0,107.5,998,20,1984061004
Vernon,1,16.7,106.5,1000,15,1984061010
Vernon,1,16.3,104.5,1000,12,1984061016
Ophelia,1,4.2,170.9,1000,15,1958010616
Ophelia,2,4.8,170.2,995,20,1958010622
Ophelia,3,5.3,169.3,990,25,1958010704
Ophelia,4,5.7,168.3,980,35,1958010710
Ophelia,6,6.2,167.1,960,55,1958010716
Ophelia,6,6.6,165.9,940,75,1958010722
Ophelia,6,7.0,164.8,944,75,1958010804
Ophelia,6,7.3,163.7,950,70,1958010810
Ophelia,6,7.4,162.6,955,65,1958010816
Ophelia,6,7.6,161.5,960,60,1958010822
Ophelia,6,7.4,160.1,962,60,1958010904
Ophelia,6,7.4,158.7,962,60,1958010910
Ophelia,6,7.3,157.4,963,60,1958010916
Ophelia,6,7.6,156.2,969,55,1958010922
Ophelia,6,7.8,154.7,972,55,1958011004
Ophelia,5,7.9,153.3,975,50,1958011010
Ophelia,5,7.9,152.0,982,45,1958011016
Ophelia,5,7.9,151.0,982,45,1958011022
Ophelia,5,7.9,149.8,982,45,1958011104
Ophelia,4,8.0,148.3,984,40,1958011110
Ophelia,5,8.1,146.9,980,45,1958011116
Ophelia,5,8.2,145.6,973,50,1958011122
Ophelia,5,8.3,144.2,967,50,1958011204
Ophelia,6,8.6,142.8,960,55,1958011210
Ophelia,6,9.0,141.7,955,60,1958011216
Ophelia,6,9.3,140.4,953,60,1958011222
Ophelia,6,9.6,139.2,948,65,1958011304
Ophelia,6,10.0,138.0,941,75,1958011310
Ophelia,6,10.3,137.2,940,75,1958011316
Ophelia,6,10.8,136.5,939,75,1958011322
Ophelia,6,11.1,136.0,944,70,1958011404
Ophelia,6,11.5,135.5,950,65,1958011410
Ophelia,6,11.9,135.2,955,60,1958011416
Ophelia,6,12.3,135.1,960,55,1958011422
Ophelia,5,12.5,135.0,968,50,1958011504
Ophelia,4,12.7,134.9,976,40,1958011510
Ophelia,4,12.8,135.0,984,35,1958011516
Ophelia,3,12.9,135.3,993,30,1958011522
Ophelia,3,12.4,134.3,995,25,1958011604
Ophelia,3,13.3,132.9,995,25,1958011610
Ophelia,2,14.5,132.7,1000,20,1958011616
Ophelia,2,15.2,133.1,1002,20,1958011622
Ophelia,1,16.0,133.6,1008,15,1958011704
Ophelia,0,16.8,134.2,1010,0,1958011710
Ophelia,0,17.5,135.0,1010,0,1958011716
Irma,2,8.3,153.2,1000,20,1953021922
Irma,2,9.3,151.9,1000,20,1953022004
Irma,2,9.9,150.3,1000,20,1953022010
Irma,3,10.3,148.5,990,30,1953022016
Irma,4,10.5,146.7,980,35,1953022022
Irma,4,11.2,145.5,980,40,1953022104
Irma,4,12.2,144.5,980,40,1953022110
Irma,4,12.8,143.5,980,40,1953022116
Irma,4,13.3,142.4,980,40,1953022122
Irma,4,13.6,141.4,980,40,1953022204
Irma,4,13.8,140.4,980,40,1953022210
Irma,5,14.1,139.4,975,50,1953022216
Irma,5,14.2,138.3,975,50,1953022222
Irma,5,14.2,136.9,980,45,1953022304
Irma,4,14.1,135.8,990,35,1953022310
Irma,4,13.9,134.8,990,35,1953022316
Irma,3,13.8,133.5,995,30,1953022322
Irma,3,13.8,132.0,995,30,1953022404
Irma,3,13.8,130.4,1000,25,1953022410
Irma,3,13.3,128.0,1000,25,1953022416
Irma,2,12.8,126.6,1006,20,1953022422
Irma,1,12.3,125.7,1012,12,1953022504
Irma,0,11.7,124.5,1012,0,1953022510
Irma,0,10.0,122.3,1012,0,1953022516
Wanda,0,8.0,132.2,1000,10,1974010816
Wanda,0,8.2,131.5,1000,10,1974010822
Wanda,1,8.6,130.9,998,15,1974010904
Wanda,2,9.2,130.5,996,20,1974010910
Wanda,3,9.9,130.9,996,25,1974010916
Wanda,3,10.5,131.8,992,30,1974010922
Wanda,3,11.2,132.6,993,30,1974011004
Wanda,3,11.8,133.1,994,25,1974011010
Wanda,2,12.3,133.7,995,20,1974011016
Wanda,2,12.7,134.7,996,20,1974011022
Wanda,1,13.1,135.9,997,15,1974011104
Wanda,1,13.3,136.9,998,15,1974011110
Wanda,1,13.7,137.9,999,15,1974011116
Wanda,2,14.3,138.9,995,20,1974011122
Wanda,2,14.6,140.1,993,20,1974011204
Wanda,2,14.7,141.3,995,20,1974011210
Wanda,1,14.8,142.8,998,15,1974011216
Wanda,1,15.0,144.6,1000,15,1974011222
Wanda,0,15.0,147.1,1002,10,1974011304
Kujira,1,12.8,124.0,1006,13,2009050104
Kujira,1,12.9,124.2,1004,13,2009050110
Kujira,1,13.0,124.3,1004,13,2009050116
Kujira,1,13.2,124.4,1002,15,2009050122
Kujira,1,13.4,124.5,1002,15,2009050204
Kujira,2,13.6,124.5,1000,18,2009050210
Kujira,2,13.9,124.6,996,20,2009050216
Kujira,2,14.1,125.0,990,23,2009050222
Kujira,3,14.5,125.7,990,25,2009050304
Kujira,3,15.0,126.5,985,28,2009050310
Kujira,3,15.7,127.4,980,30,2009050316
Kujira,4,16.4,128.4,975,33,2009050322
Kujira,4,16.8,129.6,960,40,2009050404
Kujira,5,17.1,131.1,950,45,2009050410
Kujira,4,17.6,132.7,960,40,2009050416
Kujira,4,18.3,134.0,960,40,2009050422
Kujira,4,18.8,135.4,960,40,2009050504
Kujira,4,19.5,136.9,960,40,2009050510
Kujira,4,20.4,138.2,960,40,2009050516
Kujira,4,21.6,139.9,960,40,2009050522
Kujira,4,22.7,141.3,965,38,2009050604
Kujira,4,24.2,142.9,975,33,2009050610
Kujira,3,26.0,143.8,985,28,2009050616
Kujira,2,28.2,145.1,990,23,2009050622
Kujira,9,30.2,147.3,995,18,2009050704
Kujira,9,32.3,149.3,998,18,2009050710
Kujira,9,34.4,150.9,1000,18,2009050716
Yanyan,1,6.9,163.1,1004,12,2003011422
Yanyan,1,7.6,161.2,1004,12,2003011504
Yanyan,1,8.2,159.7,1004,15,2003011510
Yanyan,1,8.7,158.2,1004,15,2003011516
Yanyan,1,9.4,156.7,1004,15,2003011522
Yanyan,1,10.2,154.3,1004,15,2003011604
Yanyan,1,11.0,152.8,1004,15,2003011610
Yanyan,1,11.7,150.9,1004,15,2003011616
Yanyan,1,12.4,149.5,1002,15,2003011622
Yanyan,1,12.9,148.6,1002,15,2003011704
Yanyan,1,13.2,147.8,1002,15,2003011710
Yanyan,1,13.6,146.8,1000,15,2003011716
Yanyan,2,14.1,146.6,998,18,2003011722
Yanyan,2,14.5,146.8,998,18,2003011804
Yanyan,2,14.7,147.3,995,18,2003011810
Yanyan,2,14.9,147.9,995,18,2003011816
Yanyan,2,15.2,148.8,995,18,2003011822
Yanyan,2,15.6,150.0,995,18,2003011904
Yanyan,2,16.2,151.3,995,18,2003011910
Yanyan,2,16.8,152.4,995,18,2003011916
Yanyan,2,17.2,153.7,995,18,2003011922
Yanyan,1,17.5,154.9,1000,15,2003012004
Yanyan,1,17.9,156.1,1004,12,2003012010
Yanyan,0,19.0,157.0,1006,10,2003012016
Ivy,1,6.3,134.9,1003,12,1960012722
Ivy,1,6.4,134.0,1002,12,1960012804
Ivy,1,6.5,133.1,1002,12,1960012810
Ivy,1,6.5,132.3,1002,12,1960012816
Ivy,1,6.5,131.6,1002,12,1960012822
Ivy,1,6.8,130.8,1002,12,1960012904
Ivy,1,7.3,130.4,1002,12,1960012910
Ivy,1,8.0,130.3,1002,12,1960012916
Ivy,1,8.5,130.2,1000,15,1960012922
Ivy,1,9.0,130.0,1000,15,1960013004
Ivy,1,9.4,129.6,1000,15,1960013010
Ivy,1,9.7,129.2,1000,15,1960013016
Ivy,1,9.9,128.5,1000,15,1960013022
Ivy,1,10.2,127.8,1000,15,1960013104
Ivy,1,10.8,127.6,1000,15,1960013110
Ivy,1,11.3,127.8,1000,15,1960013116
Ivy,1,11.5,128.4,1000,15,1960013122
Ivy,1,11.8,129.2,1000,15,1960020104
Ivy,1,11.9,130.1,1000,15,1960020110
Ivy,1,12.1,131.0,1002,15,1960020116
Ivy,1,12.7,132.2,1002,15,1960020122
Ivy,1,13.5,133.8,1002,15,1960020204
Ivy,1,14.0,136.6,1004,12,1960020210
Ivy,1,14.0,140.0,1006,12,1960020216
Ivy,0,14.7,143.7,1008,0,1960020222
Ivy,0,16.0,147.2,1010,0,1960020304
Vongfong,1,6.5,132.8,1004,13,2020050816
Vongfong,1,6.7,132.5,1004,13,2020050822
Vongfong,1,7.0,132.2,1004,13,2020050904
Vongfong,1,7.3,131.8,1002,15,2020050910
Vongfong,1,7.6,131.2,1002,15,2020050916
Vongfong,1,7.8,130.7,1002,15,2020050922
Vongfong,1,8.0,130.4,1002,15,2020051004
Vongfong,1,8.2,130.0,1002,15,2020051010
Vongfong,1,8.3,129.6,1002,15,2020051016
Vongfong,1,8.7,129.3,1002,15,2020051022
Vongfong,1,9.1,129.1,1002,15,2020051104
Vongfong,1,9.6,129.2,1002,15,2020051110
Vongfong,1,10.1,129.5,1002,15,2020051116
Vongfong,1,10.8,129.6,1002,15,2020051122
Vongfong,2,11.2,129.5,1000,18,2020051204
Vongfong,2,11.7,129.3,995,20,2020051210
Vongfong,3,11.9,128.9,990,25,2020051216
Vongfong,3,12.1,128.4,980,30,2020051222
Vongfong,4,12.2,127.8,970,38,2020051304
Vongfong,5,12.2,127.0,960,42,2020051310
Vongfong,5,12.1,126.2,955,45,2020051316
Vongfong,5,12.2,125.3,950,48,2020051322
Vongfong,4,12.4,124.5,965,40,2020051404
Vongfong,4,12.8,123.6,970,35,2020051410
Vongfong,4,13.2,122.8,970,35,2020051416
Vongfong,3,13.9,122.0,985,28,2020051422
Vongfong,3,15.0,121.2,990,25,2020051504
Vongfong,2,16.0,120.7,992,23,2020051510
Vongfong,2,16.8,120.2,995,20,2020051516
Vongfong,2,18.1,119.8,998,18,2020051522
Vongfong,1,18.9,119.5,1000,15,2020051604
Vongfong,1,19.8,119.6,1000,15,2020051610
Vongfong,1,20.6,120.1,1002,13,2020051616
Vongfong,1,21.4,121.1,1002,13,2020051622
Vongfong,1,21.8,122.1,1002,13,2020051704
Vongfong,1,22.2,123.1,1002,13,2020051710
Vongfong,1,22.6,124.6,1002,13,2020051716
Nadine,0,5.0,165.0,1004,0,1978010604
Nadine,0,5.8,164.7,1004,0,1978010610
Nadine,0,6.6,164.2,1002,0,1978010616
Nadine,0,7.1,163.9,1002,0,1978010622
Nadine,1,7.7,163.5,1000,12,1978010704
Nadine,1,8.2,162.7,1000,12,1978010710
Nadine,1,8.9,162.0,1000,12,1978010716
Nadine,1,9.5,162.1,996,15,1978010722
Nadine,1,9.8,162.5,996,15,1978010804
Nadine,1,10.2,162.7,996,15,1978010810
Nadine,1,10.3,162.3,996,15,1978010816
Nadine,1,10.2,161.8,996,15,1978010822
Nadine,1,10.0,161.3,996,15,1978010904
Nadine,1,10.2,160.9,996,15,1978010910
Nadine,1,10.9,161.1,996,15,1978010916
Nadine,2,11.7,161.1,992,20,1978010922
Nadine,2,12.6,160.5,990,20,1978011004
Nadine,3,13.7,160.2,985,25,1978011010
Nadine,3,14.5,160.4,985,25,1978011016
Nadine,3,15.3,161.1,980,25,1978011022
Nadine,3,15.9,161.9,980,25,1978011104
Nadine,3,16.5,163.1,976,30,1978011110
Nadine,3,17.1,164.7,975,30,1978011116
Nadine,3,18.0,166.5,973,30,1978011122
Nadine,3,19.0,168.7,973,30,1978011204
Nadine,3,20.2,171.0,972,30,1978011210
Nadine,3,21.2,173.0,975,25,1978011216
Nadine,2,22.8,177.0,980,20,1978011222
Carmen,0,5.7,139.9,1006,0,1949011216
Carmen,0,5.9,139.3,1006,0,1949011222
Carmen,0,6.3,138.7,1006,0,1949011304
Carmen,0,6.7,138.0,1006,0,1949011310
Carmen,0,7.2,137.3,1005,0,1949011316
Carmen,0,7.7,136.7,1005,0,1949011322
Carmen,0,8.2,136.0,1005,0,1949011404
Carmen,0,8.8,135.3,1005,0,1949011410
Carmen,1,9.6,134.8,1005,15,1949011416
Carmen,2,10.8,134.5,1002,20,1949011422
Carmen,3,11.6,134.5,1000,25,1949011504
Carmen,3,12.2,134.6,998,30,1949011510
Carmen,3,12.7,134.7,998,30,1949011516
Carmen,4,13.1,135.1,996,35,1949011522
Carmen,4,13.2,135.3,996,35,1949011604
Carmen,4,13.2,135.6,996,35,1949011610
Carmen,4,13.1,135.9,993,35,1949011616
Carmen,4,12.8,136.1,993,35,1949011622
Carmen,4,12.6,135.9,993,35,1949011704
Carmen,5,12.4,135.6,990,45,1949011710
Carmen,5,12.3,135.2,990,45,1949011716
Carmen,5,12.4,134.5,990,45,1949011722
Carmen,5,12.4,133.8,990,45,1949011804
Carmen,4,12.3,132.8,995,35,1949011810
Carmen,3,12.2,131.8,995,30,1949011816
Carmen,3,12.1,130.9,995,30,1949011822
Carmen,2,11.9,129.9,1000,20,1949011904
Carmen,2,11.7,129.1,1000,20,1949011910
Carmen,1,11.6,128.2,1002,15,1949011916
Carmen,1,11.4,127.4,1004,15,1949011922
Carmen,0,11.3,126.6,1006,0,1949012004
Carmen,0,11.2,125.7,1006,0,1949012010
Carmen,0,11.3,124.9,1008,0,1949012016
Carmen,0,11.4,124.3,1008,0,1949012022
Carmen,0,11.6,123.8,1008,0,1949012104
Carmen,0,11.7,123.3,1008,0,1949012110
Carmen,0,11.9,122.7,1008,0,1949012116
Carmen,0,12.0,122.2,1008,0,1949012122
Carmen,0,12.5,121.2,1008,0,1949012204
Carmen,0,13.3,120.0,1008,0,1949012210
Carmen,0,13.8,119.4,1008,0,1949012216
Carmen,0,14.3,119.1,1008,0,1949012222
Carmen,0,14.7,118.7,1008,0,1949012304
Carmen,0,15.2,118.4,1008,0,1949012310
Carmen,0,15.7,118.2,1008,0,1949012316
Carmen,0,16.1,117.9,1008,0,1949012322
Carmen,0,16.6,117.7,1008,0,1949012404
Carmen,0,17.1,117.4,1010,0,1949012410
Carmen,0,17.5,117.3,1012,0,1949012416
Violet,0,7.7,140.0,1004,10,1954123116
Violet,1,7.4,139.0,1000,15,1954123122
Violet,1,7.2,137.7,1000,15,1955010104
Violet,1,7.0,136.5,1000,15,1955010110
Violet,2,6.9,135.3,998,20,1955010116
Violet,3,6.8,134.5,998,25,1955010122
Violet,3,6.8,133.8,997,25,1955010204
Violet,3,6.8,132.8,997,25,1955010210
Violet,3,6.8,132.0,997,30,1955010216
Violet,3,6.8,131.5,997,30,1955010222
Violet,3,6.8,130.8,997,30,1955010304
Violet,3,6.9,130.4,996,30,1955010310
Violet,3,6.9,129.8,996,30,1955010316
Violet,4,6.9,128.0,995,35,1955010322
Violet,4,6.8,126.5,995,35,1955010404
Violet,3,6.8,125.0,995,30,1955010410
Violet,3,6.9,124.0,995,30,1955010416
Violet,3,7.1,123.1,995,30,1955010422
Violet,2,7.5,122.4,1000,20,1955010504
Violet,2,8.2,121.7,1000,20,1955010510
Violet,2,8.7,121.0,1000,20,1955010516
Violet,1,9.2,120.4,1006,15,1955010522
Violet,0,9.7,119.9,1006,10,1955010604
Violet,0,10.2,119.3,1008,10,1955010610
Violet,0,10.6,118.7,1008,0,1955010616
Violet,0,10.6,118.0,1008,0,1955010622
Violet,0,10.2,117.3,1008,0,1955010704
Violet,0,9.7,116.7,1008,0,1955010710
Violet,0,9.4,116.2,1008,0,1955010716
Violet,0,9.0,115.6,1008,0,1955010722
Violet,0,8.5,115.0,1008,0,1955010804
Kit,0,9.9,142.0,1006,0,1972010316
Kit,1,9.7,141.0,1002,15,1972010322
Kit,1,9.5,140.0,1000,15,1972010404
Kit,1,9.6,138.7,1000,15,1972010410
Kit,1,9.7,137.4,1000,15,1972010416
Kit,1,9.8,136.2,1000,15,1972010422
Kit,1,10.0,135.0,996,15,1972010504
Kit,1,10.1,133.9,996,15,1972010510
Kit,2,10.3,132.8,990,20,1972010516
Kit,2,10.7,132.0,985,20,1972010522
Kit,3,11.1,130.9,980,25,1972010604
Kit,3,11.3,129.6,960,30,1972010610
Kit,5,11.5,128.3,942,50,1972010616
Kit,5,11.6,127.2,933,50,1972010622
Kit,5,11.4,126.1,958,50,1972010704
Kit,4,10.9,125.4,970,40,1972010710
Kit,4,10.7,124.8,980,35,1972010716
Kit,4,10.9,124.4,980,35,1972010722
Kit,3,10.8,123.7,990,30,1972010804
Kit,2,10.8,122.3,995,20,1972010810
Kit,1,12.0,121.7,996,15,1972010816
Kit,1,13.2,122.8,996,15,1972010822
Kit,1,14.3,124.0,998,15,1972010904
Kit,1,15.2,124.7,1000,15,1972010910
Kit,1,15.9,125.3,1002,15,1972010916
Kit,1,16.2,126.0,1002,15,1972010922
Kit,1,16.3,127.1,1004,12,1972011004
Kit,1,16.1,128.1,1004,12,1972011010
Kit,1,15.9,129.1,1004,12,1972011016
Kit,1,15.5,130.0,1000,15,1972011022
Kit,1,15.3,130.8,1000,15,1972011104
Kit,1,15.0,131.4,1000,15,1972011110
Kit,1,14.7,132.0,1000,15,1972011116
Kit,1,14.3,132.6,1000,15,1972011122
Kit,1,13.8,133.1,1000,15,1972011204
BOLAVEN,1,9.6,135.1,1006,13,2017123010
BOLAVEN,1,9.6,134.1,1006,13,2017123016
BOLAVEN,1,9.5,133.2,1006,13,2017123022
BOLAVEN,1,9.2,132.2,1006,13,2017123104
BOLAVEN,1,8.9,131.0,1006,13,2017123110
BOLAVEN,1,8.8,129.8,1006,13,2017123116
BOLAVEN,1,8.9,128.3,1004,15,2017123122
BOLAVEN,1,9.4,126.5,1004,15,2018010104
BOLAVEN,1,9.4,124.5,1004,15,2018010110
BOLAVEN,1,9.3,122.5,1004,15,2018010116
BOLAVEN,1,9.3,120.8,1004,15,2018010122
BOLAVEN,1,9.6,119.2,1004,15,2018010204
BOLAVEN,1,9.9,117.4,1004,15,2018010210
BOLAVEN,2,10.4,116.0,1000,18,2018010216
BOLAVEN,2,10.9,114.8,1000,18,2018010222
BOLAVEN,2,11.2,113.3,1000,18,2018010304
BOLAVEN,2,11.6,112.2,1000,18,2018010310
BOLAVEN,1,12.3,111.0,1004,15,2018010316
BOLAVEN,0,12.2,109.9,1008,10,2018010322
Fabian,1,9.5,132.0,1000,15,1985010416
Fabian,2,10.0,131.0,998,20,1985010422
Fabian,3,10.5,130.5,990,25,1985010504
Fabian,3,11.8,131.3,990,25,1985010510
Fabian,3,12.7,132.8,985,30,1985010516
Fabian,3,13.0,134.0,990,25,1985010522
Fabian,3,12.5,134.5,990,25,1985010604
Fabian,3,12.5,134.5,990,25,1985010610
Fabian,3,12.5,134.5,990,25,1985010616
Fabian,2,12.0,135.0,995,20,1985010622
Fabian,2,11.0,135.5,995,20,1985010704
Fabian,2,11.0,135.5,995,20,1985010710
Fabian,2,11.0,135.5,995,20,1985010716
Fabian,2,10.0,135.0,995,20,1985010722
Fabian,2,10.5,134.3,995,20,1985010804
Fabian,2,11.1,134.3,995,20,1985010810
Fabian,2,11.0,135.0,995,20,1985010816
Fabian,2,10.3,135.6,989,20,1985010822
Fabian,2,10.3,135.6,990,20,1985010904
Fabian,2,9.6,136.3,990,20,1985010910
Fabian,1,9.0,137.5,990,15,1985010916
Fabian,1,9.2,138.4,990,12,1985010922
Fabian,1,9.7,138.7,990,12,1985011004
Fabian,1,10.3,138.9,990,12,1985011010
Fabian,1,10.6,138.5,990,12,1985011016
Fabian,1,10.6,138.5,990,12,1985011022
Fabian,1,10.0,138.5,990,12,1985011104
Fabian,1,9.5,138.5,990,12,1985011110
Fabian,1,9.0,139.0,995,12,1985011116
Fabian,1,9.0,139.0,1000,12,1985011122
Fabian,0,8.5,139.2,1000,10,1985011204
Fabian,0,8.4,138.7,1000,10,1985011210
Fabian,0,8.6,137.9,1000,10,1985011216
Fabian,0,8.8,137.0,1002,10,1985011222
Fabian,0,8.5,136.6,1004,10,1985011304
Fabian,0,8.2,136.2,1004,10,1985011310
Fabian,0,8.0,135.6,1004,10,1985011316
Fabian,0,8.5,134.8,1004,10,1985011322
Fabian,0,9.2,135.4,1004,10,1985011404
Fabian,0,9.6,135.9,1004,10,1985011410
Fabian,0,9.8,136.5,1004,10,1985011416
Fabian,0,9.5,137.2,1006,9,1985011422
IRIS,1,11.5,132.9,1002,15,1999021522
IRIS,1,11.5,132.2,1002,15,1999021604
IRIS,1,11.5,132.0,1002,15,1999021610
IRIS,1,11.6,131.8,1002,15,1999021616
IRIS,1,11.8,131.5,1002,15,1999021622
IRIS,1,12.2,131.0,1002,15,1999021704
IRIS,1,12.6,130.1,1002,15,1999021710
IRIS,1,13.0,129.6,1002,15,1999021716
IRIS,1,13.2,129.0,1004,12,1999021722
IRIS,1,13.5,128.5,1004,12,1999021804
Tapah,1,9.2,134.0,1005,12,2002010922
Tapah,1,9.6,133.4,1005,12,2002011004
Tapah,1,9.9,132.5,1004,15,2002011010
Tapah,1,10.2,131.6,1004,15,2002011016
Tapah,1,10.8,131.0,1004,15,2002011022
Tapah,1,11.4,130.1,1002,15,2002011104
Tapah,1,11.7,129.1,1002,15,2002011110
Tapah,1,12.2,128.0,1002,15,2002011116
Tapah,2,12.9,126.7,998,18,2002011122
Tapah,2,13.9,125.5,995,20,2002011204
Tapah,2,14.5,124.6,995,20,2002011210
Tapah,2,15.1,123.9,998,18,2002011216
Tapah,2,15.5,123.1,998,18,2002011222
Tapah,1,16.2,122.4,1000,15,2002011304
Tapah,1,17.3,122.2,1002,15,2002011310
Tapah,1,19.0,122.1,1004,12,2002011316
Chuck,1,5.2,166.2,1006,12,1995042710
Chuck,1,5.5,166.3,1004,15,1995042716
Chuck,1,6.5,166.5,1004,15,1995042722
Chuck,1,7.0,166.5,1002,15,1995042804
Chuck,1,7.3,166.2,1002,15,1995042810
Chuck,2,7.4,165.5,998,18,1995042816
Chuck,2,7.3,164.5,998,18,1995042822
Chuck,2,7.1,163.7,998,18,1995042904
Chuck,2,6.9,163.1,998,18,1995042910
Chuck,2,6.7,162.7,998,18,1995042916
Chuck,2,6.6,162.6,998,18,1995042922
Chuck,2,6.4,162.3,998,18,1995043004
Chuck,2,5.9,161.9,998,18,1995043010
Chuck,1,5.4,161.6,1002,15,1995043016
Chuck,1,5.9,161.9,1002,15,1995043022
Chuck,1,6.8,161.7,1004,12,1995050104
Chuck,1,7.8,161.3,1004,12,1995050110
Chuck,1,8.8,160.8,1004,12,1995050116
Chuck,1,9.6,160.1,1004,12,1995050122
Chuck,0,10.3,159.2,1006,10,1995050204
Chuck,0,11.0,158.2,1006,10,1995050210
Chuck,0,11.5,157.7,1006,10,1995050216
Chuck,0,11.8,157.1,1006,10,1995050222
Chuck,0,12.0,156.5,1006,10,1995050304
Chuck,0,12.2,155.9,1006,10,1995050310
Chuck,0,12.3,155.2,1008,10,1995050316
Mamie,0,7.0,152.0,1003,10,1982031322
Mamie,0,7.5,150.5,1003,10,1982031404
Mamie,0,7.5,149.0,1003,10,1982031410
Mamie,1,8.0,148.0,1003,12,1982031416
Mamie,1,7.9,147.7,1002,12,1982031422
Mamie,1,7.8,147.2,1002,12,1982031504
Mamie,1,7.5,146.5,1000,15,1982031510
Mamie,2,7.2,146.2,995,20,1982031516
Mamie,3,7.1,145.5,994,25,1982031522
Mamie,3,7.2,144.5,994,25,1982031604
Mamie,3,7.5,143.3,994,25,1982031610
Mamie,3,7.8,142.3,994,25,1982031616
Mamie,3,7.8,141.3,992,25,1982031622
Mamie,3,7.9,140.0,992,25,1982031704
Mamie,3,8.0,138.3,992,25,1982031710
Mamie,3,8.0,136.8,992,25,1982031716
Mamie,3,8.2,135.2,992,25,1982031722
Mamie,3,8.3,133.8,990,25,1982031804
Mamie,3,8.3,132.3,990,25,1982031810
Mamie,3,8.2,130.2,988,30,1982031816
Mamie,3,8.1,128.1,988,30,1982031822
Mamie,3,8.2,126.8,988,30,1982031904
Mamie,3,8.5,125.0,995,25,1982031910
Mamie,2,8.5,122.7,998,20,1982031916
Mamie,2,8.5,121.0,998,20,1982031922
Mamie,2,8.8,119.9,998,20,1982032004
Mamie,2,9.3,118.8,998,20,1982032010
Mamie,1,10.1,118.0,1000,15,1982032016
Mamie,1,11.0,117.0,1002,15,1982032022
Mamie,1,11.3,115.9,1004,15,1982032104
