Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC)
Kong-rey,2,23.9,150.1,990,23,2007040416
Kong-rey,2,25.1,152.5,996,18,2007040422
Kong-rey,2,25.9,155.0,996,18,2007040504
Kong-rey,1,26.6,157.5,998,15,2007040510
Kong-rey,9,27.0,160.0,1002,15,2007040516
Ruby,2,8.9,140.6,1000,20,1959022610
Ruby,3,8.7,139.5,998,25,1959022616
Ruby,3,8.5,138.7,995,25,1959022622
Ruby,3,8.4,137.8,995,25,1959022704
Ruby,3,8.3,137.0,995,25,1959022710
Ruby,3,8.2,136.1,995,25,1959022716
Ruby,3,8.7,134.8,995,25,1959022722
Ruby,3,8.7,133.5,997,25,1959022804
Ruby,2,8.3,132.3,999,20,1959022810
Ruby,1,7.7,131.2,1002,15,1959022816
Ruby,1,7.1,130.1,1004,15,1959022822
Ruby,0,6.7,129.0,1005,0,1959030104
Freda,1,6.0,168.0,1004,12,1981031116
Freda,1,6.6,167.4,1004,15,1981031122
Freda,1,7.0,166.8,1000,15,1981031204
Freda,2,7.5,166.0,994,20,1981031210
Freda,2,8.2,165.2,992,20,1981031216
Freda,2,9.0,164.3,992,20,1981031222
Freda,2,9.9,163.4,990,20,1981031304
Freda,3,10.6,162.6,987,25,1981031310
Freda,3,11.5,162.0,980,30,1981031316
Freda,3,12.7,161.3,979,30,1981031322
Freda,3,14.2,161.1,975,30,1981031404
Freda,4,14.6,161.6,970,35,1981031410
Freda,4,15.5,161.9,960,40,1981031416
Freda,5,16.9,162.9,947,50,1981031422
Freda,5,18.1,163.9,945,50,1981031504
Freda,5,19.1,165.0,944,50,1981031510
Freda,5,20.0,166.0,945,50,1981031516
Freda,5,21.0,167.2,950,45,1981031522
Freda,5,21.9,168.3,955,45,1981031604
Freda,4,23.0,169.4,960,40,1981031610
Freda,4,24.0,170.5,966,35,1981031616
Freda,3,25.2,171.7,975,30,1981031622
Freda,3,27.1,173.3,982,25,1981031704
Freda,3,28.0,174.6,980,25,1981031710
Freda,3,29.0,176.0,985,25,1981031716
Freda,2,31.6,181.0,990,20,1981031722
Charlotte,1,14.8,117.9,992,15,1952060822
Charlotte,2,14.8,117.5,990,20,1952060904
Charlotte,3,15.0,117.0,988,25,1952060910
Charlotte,3,15.3,116.6,987,30,1952060916
Charlotte,3,16.3,116.3,985,30,1952060922
Charlotte,3,17.3,116.0,983,30,1952061004
Charlotte,3,18.3,115.6,981,30,1952061010
Charlotte,4,19.1,114.9,978,35,1952061016
Charlotte,4,19.5,114.4,971,35,1952061022
Charlotte,4,19.9,113.9,966,40,1952061104
Charlotte,4,20.3,113.3,962,40,1952061110
Charlotte,4,20.6,112.6,960,40,1952061116
Charlotte,4,20.7,112.1,961,40,1952061122
Charlotte,4,20.9,111.7,970,35,1952061204
Charlotte,3,21.2,111.4,980,30,1952061210
Charlotte,3,21.5,111.2,985,25,1952061216
Charlotte,2,22.0,111.1,988,20,1952061222
Charlotte,1,22.5,111.4,990,15,1952061304
Charlotte,1,22.7,112.2,993,15,1952061310
Charlotte,0,23.0,112.5,993,10,1952061316
Charlotte,0,23.3,112.8,996,9,1952061322
Charlotte,0,23.5,113.4,1000,9,1952061404
Charlotte,0,23.7,114.0,1000,9,1952061410
Charlotte,0,24.0,114.9,1002,9,1952061416
Phyllis,1,7.0,177.3,1000,15,1969011522
Phyllis,2,7.5,175.9,995,20,1969011604
Phyllis,3,7.9,174.3,990,25,1969011610
Phyllis,3,8.3,172.7,985,30,1969011616
Phyllis,4,8.6,171.0,978,35,1969011622
Phyllis,4,8.8,169.2,978,35,1969011704
Phyllis,4,9.0,167.4,977,35,1969011710
Phyllis,4,9.2,165.8,975,40,1969011716
Phyllis,5,9.6,164.0,972,45,1969011722
Phyllis,5,10.3,162.2,970,45,1969011804
Phyllis,5,10.8,160.5,967,45,1969011810
Phyllis,5,11.2,159.1,968,45,1969011816
Phyllis,5,11.4,157.9,968,45,1969011822
Phyllis,5,11.8,156.4,968,45,1969011904
Phyllis,5,12.4,154.8,968,45,1969011910
Phyllis,5,12.7,153.3,968,45,1969011916
Phyllis,5,13.3,152.3,970,45,1969011922
Phyllis,4,13.8,151.2,976,40,1969012004
Phyllis,4,14.0,150.3,977,40,1969012010
Phyllis,4,13.7,149.8,980,35,1969012016
Phyllis,4,14.0,149.6,980,35,1969012022
Phyllis,3,13.8,150.0,984,30,1969012104
Phyllis,3,13.0,148.5,990,25,1969012110
Phyllis,2,13.4,146.3,995,20,1969012116
Phyllis,2,13.6,144.6,997,20,1969012122
Phyllis,1,13.7,142.3,1000,15,1969012204
Phyllis,1,13.4,140.6,1000,15,1969012210
Phyllis,1,12.8,139.0,1000,15,1969012216
Phyllis,1,12.1,137.3,1000,15,1969012222
Phyllis,1,11.7,135.9,1000,15,1969012304
Phyllis,1,11.4,134.3,1002,12,1969012310
Phyllis,0,11.3,132.5,1006,0,1969012316
Phyllis,0,11.3,130.8,1006,0,1969012322
Phyllis,0,11.4,128.8,1006,0,1969012404
Phyllis,0,11.5,127.0,1006,0,1969012410
Sarah,0,14.0,117.0,1004,10,1983062216
Sarah,0,13.0,117.0,1004,10,1983062222
Sarah,1,11.5,116.5,1004,12,1983062304
Sarah,1,11.5,115.0,1003,12,1983062310
Sarah,1,12.5,114.0,1003,12,1983062316
Sarah,1,13.0,113.0,1000,15,1983062322
Sarah,1,13.5,112.0,1000,15,1983062404
Sarah,1,14.2,111.3,1000,15,1983062410
Sarah,1,15.1,110.5,998,15,1983062416
Sarah,2,15.7,109.8,998,20,1983062422
Sarah,2,16.2,108.9,998,20,1983062504
Sarah,2,17.7,107.3,998,20,1983062510
Sarah,1,18.0,106.3,1000,15,1983062516
Sarah,1,18.5,105.0,1000,12,1983062522
Alice,1,2.0,174.0,1002,15,1978123022
Alice,1,2.1,172.6,1000,15,1978123104
Alice,1,2.3,171.6,1000,15,1978123110
Alice,2,3.0,171.0,998,20,1978123116
Alice,2,3.7,170.1,995,20,1978123122
Alice,2,4.4,169.6,995,20,1979010104
Alice,3,5.0,169.1,990,25,1979010110
Alice,3,5.3,168.7,986,25,1979010116
Alice,3,5.6,168.0,986,25,1979010122
Alice,3,6.1,167.7,986,25,1979010204
Alice,3,6.6,168.0,986,25,1979010210
Alice,3,7.3,168.3,984,25,1979010216
Alice,3,8.0,168.0,984,25,1979010222
Alice,3,8.5,168.2,984,25,1979010304
Alice,3,9.0,168.3,984,25,1979010310
Alice,3,9.2,167.9,982,25,1979010316
Alice,3,9.3,167.3,982,30,1979010322
Alice,3,9.3,166.7,980,30,1979010404
Alice,3,9.5,165.9,980,30,1979010410
Alice,3,9.6,165.1,975,30,1979010416
Alice,3,9.7,164.2,975,30,1979010422
Alice,3,9.8,163.4,969,30,1979010504
Alice,3,10.4,162.6,967,30,1979010510
Alice,3,11.2,161.6,964,30,1979010516
Alice,4,12.0,160.4,962,35,1979010522
Alice,4,12.1,159.5,961,35,1979010604
Alice,4,12.2,158.5,958,35,1979010610
Alice,4,12.3,157.6,950,40,1979010616
Alice,4,12.4,156.5,948,40,1979010622
Alice,5,12.5,155.3,940,45,1979010704
Alice,5,12.2,154.0,928,50,1979010710
Alice,5,12.1,152.9,930,50,1979010716
Alice,5,12.0,151.5,935,50,1979010722
Alice,5,12.0,150.3,945,45,1979010804
Alice,5,11.9,149.0,957,45,1979010810
Alice,5,11.9,147.8,960,45,1979010816
Alice,4,12.1,146.7,965,40,1979010822
Alice,4,12.1,145.3,970,40,1979010904
Alice,4,11.9,144.2,970,40,1979010910
Alice,4,12.0,142.8,970,40,1979010916
Alice,4,12.2,141.5,965,40,1979010922
Alice,4,12.3,140.3,960,40,1979011004
Alice,4,12.4,139.1,950,40,1979011010
Alice,5,12.5,138.7,945,45,1979011016
Alice,5,12.7,138.1,941,45,1979011022
Alice,5,13.0,137.6,938,45,1979011104
Alice,5,13.5,137.2,940,45,1979011110
Alice,5,13.8,137.1,945,45,1979011116
Alice,5,14.2,136.8,950,45,1979011122
Alice,4,14.6,136.6,960,40,1979011204
Alice,4,15.1,136.6,965,40,1979011210
Alice,4,15.5,136.8,970,35,1979011216
Alice,4,15.9,136.9,980,35,1979011222
Alice,3,16.1,137.1,985,30,1979011304
Alice,3,16.5,137.5,985,30,1979011310
Alice,3,17.0,137.0,985,25,1979011316
Alice,3,16.8,135.8,985,25,1979011322
Alice,2,17.0,135.1,990,20,1979011404
Alice,1,17.3,134.3,994,15,1979011410
Alice,1,17.3,133.3,998,12,1979011416
Alice,0,17.2,132.3,998,10,1979011422
Lingling,1,9.8,127.9,1006,13,2014011622
Lingling,1,9.7,127.6,1006,13,2014011704
Lingling,1,9.6,127.4,1006,13,2014011710
Lingling,1,9.4,127.5,1002,15,2014011716
Lingling,2,9.1,127.8,1000,18,2014011722
Lingling,2,8.6,128.0,1000,18,2014011804
Lingling,2,8.0,128.1,1000,18,2014011810
Lingling,2,7.5,128.1,1000,18,2014011816
Lingling,1,7.2,128.1,1002,15,2014011822
Lingling,1,6.9,128.1,1006,13,2014011904
Owen,1,10.8,134.8,1004,12,1994033104
Owen,1,11.1,133.9,1002,15,1994033110
Owen,1,11.3,133.0,1000,15,1994033116
Owen,2,11.4,132.1,996,20,1994033122
Owen,2,11.6,131.6,996,20,1994040104
Owen,2,11.6,131.1,996,20,1994040110
Owen,2,11.6,130.6,996,20,1994040116
Owen,2,11.5,129.8,996,20,1994040122
Owen,2,11.4,129.2,995,20,1994040204
Owen,2,11.3,128.7,995,20,1994040210
Owen,3,11.0,128.2,990,25,1994040216
Owen,3,10.6,127.6,985,25,1994040222
Owen,3,10.4,127.1,985,25,1994040304
Owen,3,10.3,126.5,980,30,1994040310
Owen,3,10.2,125.9,980,30,1994040316
Owen,3,10.4,124.4,980,30,1994040322
Owen,3,10.7,123.1,980,30,1994040404
Owen,3,10.6,122.1,985,25,1994040410
Owen,3,10.6,121.2,990,25,1994040416
Owen,3,10.8,120.4,990,25,1994040422
Owen,3,11.3,119.7,990,25,1994040504
Owen,2,11.7,118.7,996,20,1994040510
Owen,2,11.9,117.7,996,20,1994040516
Owen,2,12.2,117.0,994,20,1994040522
Owen,3,12.5,116.4,990,25,1994040604
Owen,3,12.9,116.0,990,25,1994040610
Owen,3,13.4,115.7,990,25,1994040616
Owen,2,14.3,116.0,995,20,1994040622
Owen,2,15.3,116.5,995,20,1994040704
Owen,2,15.7,116.6,995,20,1994040710
Owen,2,16.2,116.7,995,20,1994040716
Owen,2,16.6,116.9,996,20,1994040722
Owen,2,17.1,117.2,996,20,1994040804
Owen,1,17.5,117.5,1000,15,1994040810
Owen,1,18.0,118.0,1002,15,1994040816
Owen,1,18.5,118.5,1005,12,1994040822
Sarah,1,8.2,142.5,1000,12,1971010722
Sarah,1,8.4,141.2,1000,12,1971010804
Sarah,1,8.8,139.8,1000,12,1971010810
Sarah,1,9.5,138.6,998,15,1971010816
Sarah,2,10.7,137.7,997,20,1971010822
Sarah,2,11.1,137.1,994,20,1971010904
Sarah,2,11.2,136.4,990,20,1971010910
Sarah,3,10.9,136.4,989,25,1971010916
Sarah,3,12.0,137.1,990,25,1971010922
Sarah,2,13.4,137.6,995,20,1971011004
Sarah,2,14.4,139.1,998,20,1971011010
Sarah,2,14.8,140.3,1000,20,1971011016
Sarah,1,15.3,140.9,1000,15,1971011022
Sarah,1,16.0,141.3,1000,15,1971011104
Sarah,9,16.8,142.0,1000,15,1971011110
Sarah,9,17.6,144.0,997,20,1971011116
Sarah,9,17.8,146.1,996,20,1971011122
Sarah,9,18.0,148.0,996,20,1971011204
Sarah,9,18.8,150.5,998,15,1971011210
Sarah,9,20.8,153.4,1000,15,1971011216
Sarah,9,22.7,157.0,1002,15,1971011222
Sarah,9,23.5,161.0,1002,12,1971011304
Sarah,9,23.5,164.5,1002,12,1971011310
Sarah,9,23.5,168.5,1003,12,1971011316
Sarah,9,23.7,173.0,1004,0,1971011322
Sarah,9,24.0,177.5,1004,0,1971011404
Omais,1,7.9,142.6,1004,15,2010032122
Omais,1,8.4,141.8,1004,15,2010032204
Omais,1,8.9,140.7,1002,15,2010032210
Omais,1,9.5,139.6,1002,15,2010032216
Omais,1,10.1,138.7,1002,15,2010032222
Omais,1,10.6,137.4,1002,15,2010032304
Omais,1,10.9,136.4,1002,15,2010032310
Omais,1,11.6,135.5,1000,15,2010032316
Omais,1,12.3,134.5,1000,15,2010032322
Omais,2,13.3,133.4,998,18,2010032404
Omais,2,14.1,132.6,998,18,2010032410
Omais,2,14.8,132.3,998,18,2010032416
Omais,2,15.4,132.1,998,18,2010032422
Omais,2,16.2,132.1,998,18,2010032504
Omais,2,17.0,132.2,998,18,2010032510
Omais,2,17.4,131.6,1000,18,2010032516
Omais,1,17.6,131.8,1004,15,2010032522
Omais,1,17.7,132.1,1006,13,2010032604
Axel,1,5.2,178.5,1000,15,1992010422
Axel,1,5.5,177.5,1000,15,1992010504
Axel,1,5.8,176.5,998,15,1992010510
Axel,2,6.1,176.1,995,20,1992010516
Axel,2,6.2,175.1,995,20,1992010522
Axel,2,6.2,174.4,995,20,1992010604
Axel,2,6.2,173.0,990,20,1992010610
Axel,2,6.1,172.2,990,20,1992010616
Axel,3,5.8,170.7,985,25,1992010622
Axel,3,5.6,169.5,985,25,1992010704
Axel,3,5.6,168.8,985,25,1992010710
Axel,3,5.8,168.5,980,30,1992010716
Axel,3,5.8,167.7,980,30,1992010722
Axel,3,6.2,166.0,980,30,1992010804
Axel,3,6.5,163.9,980,30,1992010810
Axel,3,6.8,162.3,980,30,1992010816
Axel,3,7.0,160.5,980,30,1992010822
Axel,3,7.2,159.2,980,30,1992010904
Axel,3,7.2,157.3,980,30,1992010910
Axel,3,7.3,155.8,985,25,1992010916
Axel,3,8.2,154.7,985,25,1992010922
Axel,2,8.5,153.7,990,20,1992011004
Axel,2,8.9,152.9,995,20,1992011010
Axel,2,9.6,152.4,995,20,1992011016
Axel,2,9.6,151.4,995,20,1992011022
Axel,1,9.8,150.4,998,15,1992011104
Axel,1,10.1,149.3,998,15,1992011110
Axel,1,10.3,148.0,998,15,1992011116
Axel,1,10.4,146.1,998,15,1992011122
Axel,1,10.5,144.5,998,15,1992011204
Axel,1,10.7,143.4,1000,15,1992011210
Axel,1,11.3,143.2,1000,15,1992011216
Axel,1,12.2,143.0,1000,15,1992011222
Axel,1,13.2,142.5,1002,15,1992011304
Axel,1,13.9,141.9,1002,15,1992011310
Axel,1,14.2,140.8,1004,12,1992011316
Kulap,1,6.0,150.2,1004,15,2005011316
Kulap,1,5.7,148.0,1002,15,2005011322
Kulap,1,6.0,147.4,1000,15,2005011404
Kulap,1,6.8,147.1,1000,15,2005011410
Kulap,1,7.5,146.3,1000,15,2005011416
Kulap,1,8.1,147.4,998,15,2005011422
Kulap,2,9.5,147.4,995,18,2005011504
Kulap,2,10.4,146.9,992,20,2005011510
Kulap,2,11.5,146.6,992,20,2005011516
Kulap,2,12.5,146.2,990,23,2005011522
Kulap,2,13.1,145.9,990,23,2005011604
Kulap,2,13.5,146.5,990,23,2005011610
Kulap,2,14.2,147.7,990,23,2005011616
Kulap,2,14.9,148.6,990,23,2005011622
Kulap,2,15.7,149.6,990,23,2005011704
Kulap,3,16.3,150.7,985,25,2005011710
Kulap,3,16.7,151.6,985,25,2005011716
Kulap,3,17.3,152.6,985,25,2005011722
Kulap,3,17.6,153.2,985,25,2005011804
Kulap,2,18.0,153.8,990,23,2005011810
Kulap,2,18.4,154.4,1000,18,2005011816
Kulap,1,18.7,155.1,1004,15,2005011822
Kulap,1,18.9,155.8,1010,12,2005011904
Lola,1,6.6,137.6,1002,12,1975012022
Lola,1,6.9,137.0,1002,12,1975012104
Lola,1,7.2,136.2,1002,12,1975012110
Lola,1,7.3,135.5,1002,12,1975012116
Lola,2,7.5,134.8,1000,20,1975012122
Lola,2,7.6,134.5,995,20,1975012204
Lola,3,7.8,134.2,990,25,1975012210
Lola,3,8.0,134.0,990,25,1975012216
Lola,3,8.5,133.0,985,30,1975012222
Lola,3,8.8,131.4,985,30,1975012304
Lola,4,8.8,129.7,980,35,1975012310
Lola,4,8.8,128.0,975,35,1975012316
Lola,4,9.0,126.4,975,35,1975012322
Lola,3,9.4,124.6,985,30,1975012404
Lola,3,10.2,122.7,990,25,1975012410
Lola,3,10.9,120.8,995,25,1975012416
Lola,3,11.7,118.7,995,25,1975012422
Lola,3,12.3,116.8,993,30,1975012504
Lola,3,13.0,115.1,993,30,1975012510
Lola,3,13.6,114.0,990,30,1975012516
Lola,4,14.2,113.2,990,35,1975012522
Lola,4,15.1,112.5,990,35,1975012604
Lola,4,15.7,112.3,990,35,1975012610
Lola,4,16.3,112.2,990,35,1975012616
Lola,4,16.9,112.3,990,40,1975012622
Lola,4,16.7,112.8,995,35,1975012704
Lola,3,16.0,112.7,998,30,1975012710
Lola,3,15.5,112.3,1000,25,1975012716
Lola,2,15.0,111.7,1000,20,1975012722
Lola,1,14.8,111.1,1005,15,1975012804
Orchid,1,7.2,149.1,1004,12,1987010816
Orchid,1,7.6,147.8,1004,12,1987010822
Orchid,1,8.0,146.3,1002,15,1987010904
Orchid,2,8.5,144.8,995,20,1987010910
Orchid,3,8.8,143.3,989,25,1987010916
Orchid,3,9.2,142.0,986,25,1987010922
Orchid,4,9.5,140.7,977,35,1987011004
Orchid,4,9.8,139.3,968,40,1987011010
Orchid,5,10.2,138.0,955,45,1987011016
Orchid,5,10.4,136.9,955,45,1987011022
Orchid,5,10.7,135.9,964,45,1987011104
Orchid,4,10.9,134.9,970,40,1987011110
Orchid,4,11.0,134.0,980,35,1987011116
Orchid,4,11.3,133.3,975,35,1987011122
Orchid,3,11.7,132.7,978,30,1987011204
Orchid,3,11.8,132.1,985,30,1987011210
Orchid,3,11.3,131.6,991,25,1987011216
Orchid,3,10.5,131.4,991,25,1987011222
Orchid,2,10.0,131.5,995,20,1987011304
Orchid,2,9.5,131.8,995,20,1987011310
Fran,0,5.5,128.6,1006,0,1962020204
Fran,0,5.4,128.4,1006,0,1962020210
Fran,1,5.5,128.5,1005,15,1962020216
Fran,1,5.7,129.0,1005,15,1962020222
Fran,1,5.9,129.4,1005,15,1962020304
Fran,2,6.2,129.8,1005,20,1962020310
Fran,3,6.5,130.0,1003,25,1962020316
Fran,3,7.0,129.9,1000,25,1962020322
Fran,3,7.4,129.7,1000,25,1962020404
Fran,3,7.8,129.3,1000,25,1962020410
Fran,2,8.2,128.7,1001,20,1962020416
Fran,1,8.5,128.3,1003,15,1962020422
Fran,1,8.9,128.2,1005,15,1962020504
Fran,1,9.3,128.5,1008,15,1962020510
Fran,1,9.6,128.9,1010,12,1962020516
Mekkhala,1,8.6,142.8,1004,13,2015011216
Mekkhala,1,8.5,142.3,1002,13,2015011222
Mekkhala,1,8.8,141.6,1000,15,2015011304
Mekkhala,1,9.2,140.8,1000,15,2015011310
Mekkhala,2,10.0,139.8,998,18,2015011316
Mekkhala,2,10.4,138.4,998,18,2015011322
Mekkhala,2,11.0,137.2,998,18,2015011404
Mekkhala,2,11.3,135.8,998,18,2015011410
Mekkhala,2,11.5,134.7,995,20,2015011416
Mekkhala,2,11.7,133.5,995,20,2015011422
Mekkhala,2,11.6,132.7,995,20,2015011504
Mekkhala,2,11.6,131.8,995,20,2015011510
Mekkhala,2,11.5,130.6,992,23,2015011516
Mekkhala,3,11.4,129.8,990,25,2015011522
Mekkhala,3,11.3,128.7,985,28,2015011604
Mekkhala,3,11.1,127.6,980,30,2015011610
Mekkhala,4,11.3,126.8,975,33,2015011616
Mekkhala,4,11.9,125.8,975,33,2015011622
Mekkhala,3,12.4,125.0,985,28,2015011704
Mekkhala,2,12.7,124.3,992,23,2015011710
Mekkhala,2,13.4,123.6,995,20,2015011716
Mekkhala,2,14.0,122.7,998,18,2015011722
Mekkhala,2,14.8,122.4,998,18,2015011804
Mekkhala,1,15.8,122.5,1000,15,2015011810
Mekkhala,1,16.5,122.8,1002,13,2015011816
Mekkhala,1,16.8,123.0,1002,13,2015011822
Mekkhala,1,16.8,123.5,1004,13,2015011904
Mekkhala,1,16.7,123.9,1004,13,2015011910
Wilda,0,10.5,127.8,1004,10,1973062722
Wilda,0,11.5,127.4,1004,10,1973062804
Wilda,0,12.5,126.9,1004,10,1973062810
Wilda,1,13.4,126.4,1004,15,1973062816
Wilda,1,14.2,125.6,1004,15,1973062822
Wilda,1,15.0,124.5,1004,15,1973062904
Wilda,1,15.9,123.3,1004,15,1973062910
Wilda,1,16.5,122.1,1004,15,1973062916
Wilda,1,16.9,121.0,1003,15,1973062922
Wilda,1,17.5,120.0,1003,15,1973063004
Wilda,1,17.9,119.2,1002,15,1973063010
Wilda,2,18.4,118.8,998,20,1973063016
Wilda,2,18.9,118.5,996,20,1973063022
Wilda,3,19.5,118.2,994,25,1973070104
Wilda,3,20.1,118.0,990,25,1973070110
Wilda,3,20.8,117.8,982,30,1973070116
Wilda,3,21.4,117.7,982,30,1973070122
Wilda,3,22.0,117.6,982,30,1973070204
Wilda,4,22.8,117.7,980,35,1973070210
Wilda,4,23.6,117.9,978,35,1973070216
Wilda,4,24.5,118.2,978,35,1973070222
Wilda,3,25.4,118.5,988,25,1973070304
Wilda,1,26.3,118.8,990,15,1973070310
Wilda,0,27.5,119.1,994,10,1973070316
Wilda,0,28.8,118.9,1000,9,1973070322
Wilda,0,29.4,117.1,1000,10,1973070404
Wilda,0,29.2,116.8,1000,10,1973070410
Wilda,0,29.2,116.3,1000,10,1973070416
Wilda,0,29.5,115.6,1002,10,1973070422
Wilda,0,29.8,114.9,1002,10,1973070504
Wilda,0,29.6,113.9,1002,9,1973070510
Wilda,0,28.9,112.9,1003,9,1973070516
Dujuan,1,6.7,136.3,1002,13,2021021604
Dujuan,1,6.7,135.3,1002,13,2021021610
Dujuan,1,6.5,134.2,1002,13,2021021616
Dujuan,1,6.6,133.5,1002,13,2021021622
Dujuan,1,6.6,133.1,1000,15,2021021704
Dujuan,1,6.7,132.7,1000,15,2021021710
Dujuan,2,7.0,132.6,998,18,2021021716
Dujuan,2,7.3,132.1,998,18,2021021722
Dujuan,2,7.2,131.8,995,20,2021021804
Dujuan,2,7.1,131.5,995,20,2021021810
Dujuan,2,7.0,131.2,995,20,2021021816
Dujuan,2,6.8,130.6,995,20,2021021822
Dujuan,2,6.5,130.3,990,23,2021021904
Dujuan,2,6.1,130.9,990,23,2021021910
Dujuan,2,6.4,131.4,995,20,2021021916
Dujuan,2,7.0,131.2,995,20,2021021922
Dujuan,2,7.7,130.3,998,18,2021022004
Dujuan,2,8.2,129.9,998,18,2021022010
Dujuan,2,8.7,129.6,998,18,2021022016
Dujuan,2,9.3,128.9,998,18,2021022022
Dujuan,1,10.1,127.1,1000,15,2021022104
Dujuan,1,10.9,125.7,1002,13,2021022110
Dujuan,1,12.2,124.3,1002,13,2021022116
Dujuan,1,13.0,123.7,1002,13,2021022122
Dujuan,0,13.7,123.2,1004,10,2021022204
Dujuan,0,14.1,122.3,1004,10,2021022210
