Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime,sst,sp
Mamie,1,11.8,113.5,1006,15,1982032210,1982-03-22T10,300.61914,100614.56
Mamie,1,12.0,113.2,1006,15,1982032216,1982-03-22T16,300.60156,100790.875
Mamie,1,12.2,112.5,1007,15,1982032222,1982-03-22T22,300.80884,100669.625
Mamie,1,12.3,112.0,1007,15,1982032304,1982-03-23T04,300.8811,100806.625
Mamie,1,12.5,111.6,1007,15,1982032310,1982-03-23T10,300.99146,100636.19
Mamie,1,12.5,110.7,1008,12,1982032316,1982-03-23T16,301.0774,100871.94
Mamie,1,12.5,110.0,1008,12,1982032322,1982-03-23T22,300.74634,100717.0
Mamie,1,12.0,109.0,1008,12,1982032404,1982-03-24T04,nan,97313.44
Damrey,1,9.6,136.0,1004,15,2000050416,2000-05-04T16,302.38525,100722.0
Damrey,1,9.9,135.0,1004,15,2000050422,2000-05-04T22,302.19653,100768.28
Damrey,1,10.2,134.4,1004,15,2000050504,2000-05-05T04,302.1643,100738.53
Damrey,1,10.7,133.7,1002,15,2000050510,2000-05-05T10,302.17798,100699.97
Damrey,1,11.1,133.0,1002,15,2000050516,2000-05-05T16,302.2317,100631.44
Damrey,1,11.8,132.3,1002,15,2000050522,2000-05-05T22,301.97192,100664.875
Damrey,1,12.5,132.1,1000,15,2000050604,2000-05-06T04,302.10474,100660.19
Damrey,1,13.0,131.8,1000,15,2000050610,2000-05-06T10,302.0598,100469.69
Damrey,2,13.2,131.6,995,20,2000050616,2000-05-06T16,302.05298,100464.41
Damrey,3,13.4,131.3,985,25,2000050622,2000-05-06T22,301.979,100266.81
Damrey,3,13.7,131.2,980,28,2000050704,2000-05-07T04,301.96533,100088.375
Damrey,3,13.8,131.3,980,30,2000050710,2000-05-07T10,301.96533,99826.19
Damrey,4,14.0,131.5,975,33,2000050716,2000-05-07T16,301.9839,99539.625
Damrey,4,14.3,132.0,970,35,2000050722,2000-05-07T22,301.89917,99507.19
Damrey,4,14.6,132.4,970,35,2000050804,2000-05-08T04,301.94214,99495.75
Damrey,4,15.1,133.0,965,40,2000050810,2000-05-08T10,301.91968,99386.5
Damrey,5,15.6,133.5,955,45,2000050816,2000-05-08T16,301.9148,99295.375
Damrey,5,16.4,134.4,945,50,2000050822,2000-05-08T22,301.5835,99652.5
Damrey,5,17.3,135.3,940,50,2000050904,2000-05-09T04,301.47705,99620.875
Damrey,5,18.7,136.0,935,50,2000050910,2000-05-09T10,300.8169,99783.75
Damrey,5,19.5,136.8,935,50,2000050916,2000-05-09T16,300.5044,99737.375
Damrey,5,20.8,137.8,945,45,2000050922,2000-05-09T22,299.2854,99828.94
Damrey,4,22.2,138.8,955,40,2000051004,2000-05-10T04,299.25903,99982.94
Damrey,4,23.0,139.5,955,40,2000051010,2000-05-10T10,299.36646,99695.94
Damrey,4,23.7,139.9,965,35,2000051016,2000-05-10T16,299.33228,99388.875
Damrey,3,25.1,141.1,975,30,2000051022,2000-05-10T22,297.93652,99187.5
Damrey,3,26.0,142.0,980,28,2000051104,2000-05-11T04,296.15723,99102.625
Damrey,3,26.9,143.5,980,25,2000051110,2000-05-11T10,296.15527,99105.25
Damrey,2,27.7,145.9,990,20,2000051116,2000-05-11T16,295.98535,99411.5
Damrey,2,28.3,147.9,995,18,2000051122,2000-05-11T22,294.57056,99409.44
Damrey,9,28.4,149.5,998,15,2000051204,2000-05-12T04,293.93872,99193.75
Roy,1,6.0,173.0,1000,15,1988010710,1988-01-07T10,302.21362,100583.56
Roy,2,7.6,171.8,995,20,1988010716,1988-01-07T16,301.48608,100337.06
Roy,2,7.9,170.8,995,20,1988010722,1988-01-07T22,301.75684,100427.19
Roy,3,8.3,169.5,990,25,1988010804,1988-01-08T04,301.50293,100046.81
Roy,3,8.4,168.0,985,25,1988010810,1988-01-08T10,301.2881,100329.25
Roy,3,8.2,166.6,985,25,1988010816,1988-01-08T16,301.36914,100139.31
Roy,3,8.3,165.3,985,25,1988010822,1988-01-08T22,301.5891,100392.94
Roy,3,8.3,163.8,980,30,1988010904,1988-01-09T04,301.25024,100118.94
Roy,3,8.4,162.2,980,30,1988010910,1988-01-09T10,301.22583,100432.81
Roy,4,8.7,160.0,970,35,1988010916,1988-01-09T16,300.91333,100312.875
Roy,5,9.3,157.5,955,45,1988010922,1988-01-09T22,301.0332,100547.75
Roy,5,10.0,155.4,945,50,1988011004,1988-01-10T04,301.02832,100362.56
Roy,5,10.8,153.4,945,50,1988011010,1988-01-10T10,301.0088,100668.25
Roy,5,11.4,151.9,945,50,1988011016,1988-01-10T16,300.59766,100508.19
Roy,5,11.8,150.4,950,50,1988011022,1988-01-10T22,300.4746,100671.31
Roy,5,12.3,149.0,950,50,1988011104,1988-01-11T04,300.4834,100497.5
Roy,5,12.8,147.8,950,50,1988011110,1988-01-11T10,300.44043,100481.25
Roy,5,13.2,147.0,950,50,1988011116,1988-01-11T16,300.51855,100264.375
Roy,5,14.0,145.7,945,50,1988011122,1988-01-11T22,300.3728,100345.31
Roy,5,14.3,144.4,945,50,1988011204,1988-01-12T04,300.65405,100278.5
Roy,5,14.8,143.3,945,50,1988011210,1988-01-12T10,300.86792,100518.31
Roy,5,15.0,142.5,940,50,1988011216,1988-01-12T16,300.95972,100301.69
Roy,5,15.3,141.7,940,50,1988011222,1988-01-12T22,301.31982,100151.94
Roy,5,15.3,141.2,945,45,1988011304,1988-01-13T04,301.188,99563.625
Roy,5,14.7,140.3,945,45,1988011310,1988-01-13T10,300.8921,100043.375
Roy,5,14.2,139.2,945,45,1988011316,1988-01-13T16,301.15283,100303.19
Roy,4,13.5,137.6,950,40,1988011322,1988-01-13T22,301.14014,100537.69
Roy,4,12.7,135.9,950,40,1988011404,1988-01-14T04,301.23877,100508.125
Roy,4,12.3,134.1,950,40,1988011410,1988-01-14T10,301.32764,100574.94
Roy,5,12.4,132.0,945,45,1988011416,1988-01-14T16,301.35205,100745.25
Roy,5,12.7,129.7,945,45,1988011422,1988-01-14T22,301.47217,100844.69
Roy,4,12.8,127.8,950,40,1988011504,1988-01-15T04,301.8755,100841.0
Roy,4,12.9,126.1,950,40,1988011510,1988-01-15T10,301.69678,100978.44
Roy,4,13.0,124.2,960,35,1988011516,1988-01-15T16,301.4087,100790.56
Roy,4,13.3,123.0,970,35,1988011522,1988-01-15T22,300.615,100738.25
Roy,3,13.5,122.2,980,30,1988011604,1988-01-16T04,300.6765,100519.25
Roy,3,13.6,121.3,985,25,1988011610,1988-01-16T10,nan,99817.875
Roy,2,13.6,120.0,990,20,1988011616,1988-01-16T16,301.17944,100785.06
Roy,2,13.6,117.9,990,20,1988011622,1988-01-16T22,300.75146,100847.06
Roy,2,13.7,116.9,990,20,1988011704,1988-01-17T04,300.58838,101019.5
Roy,2,13.6,115.9,995,20,1988011710,1988-01-17T10,300.45166,100820.44
Roy,2,13.4,114.9,998,20,1988011716,1988-01-17T16,300.11865,100984.75
Roy,1,13.3,114.0,1002,15,1988011722,1988-01-17T22,300.15088,100892.81
Winona,1,16.7,156.7,1002,15,1989011710,1989-01-17T10,300.57983,100956.5
Winona,1,16.9,154.3,1002,15,1989011716,1989-01-17T16,300.47632,100943.734
Winona,1,16.7,152.0,1002,15,1989011722,1989-01-17T22,300.74023,101148.39
Winona,1,16.3,150.2,1000,15,1989011804,1989-01-18T04,300.84863,100831.91
Winona,1,16.0,148.2,1000,15,1989011810,1989-01-18T10,301.08887,100906.984
Winona,1,15.5,145.6,1000,15,1989011816,1989-01-18T16,301.3584,100835.64
Winona,2,15.2,143.4,995,20,1989011822,1989-01-18T22,301.76123,100877.78
Winona,2,14.0,140.0,995,20,1989011904,1989-01-19T04,302.0376,100683.22
Winona,2,13.4,137.0,995,20,1989011910,1989-01-19T10,301.9048,100609.734
Winona,2,13.0,133.8,995,20,1989011916,1989-01-19T16,302.063,100698.516
Winona,1,13.6,132.1,1000,15,1989011922,1989-01-19T22,301.95703,100702.67
Winona,1,14.0,130.4,1002,15,1989012004,1989-01-20T04,301.75098,100640.69
Winona,1,13.5,128.5,1002,12,1989012010,1989-01-20T10,301.87012,100582.03
Winona,1,13.0,127.0,1004,12,1989012016,1989-01-20T16,301.62012,100639.66
NICHOLE,1,20.1,118.3,1004,12,1998070716,1998-07-07T16,302.77466,100858.5
NICHOLE,1,20.8,118.8,1002,15,1998070722,1998-07-07T22,302.54907,100656.875
NICHOLE,1,21.6,118.7,1002,15,1998070804,1998-07-08T04,302.6985,100655.375
NICHOLE,1,22.1,118.6,1002,15,1998070810,1998-07-08T10,302.39087,100554.5
NICHOLE,1,22.5,118.6,1002,15,1998070816,1998-07-08T16,301.84106,100695.69
NICHOLE,2,22.8,119.0,998,18,1998070822,1998-07-08T22,301.59985,100600.25
NICHOLE,2,22.9,119.5,998,18,1998070904,1998-07-09T04,301.76978,100634.5
NICHOLE,2,23.0,120.3,998,18,1998070910,1998-07-09T10,nan,101130.69
NICHOLE,2,23.9,119.8,998,18,1998070916,1998-07-09T16,301.55298,100512.19
NICHOLE,1,24.2,119.3,1000,15,1998070922,1998-07-09T22,301.33813,100491.31
NICHOLE,1,24.4,119.1,1000,15,1998071004,1998-07-10T04,300.96216,100477.19
NICHOLE,1,24.5,118.7,1002,12,1998071010,1998-07-10T10,300.72192,100405.31
NICHOLE,1,24.4,118.1,1002,12,1998071016,1998-07-10T16,nan,99491.06
Irma,1,5.0,169.0,1006,12,1993030816,1993-03-08T16,303.03638,101300.625
Irma,1,5.0,168.0,1004,12,1993030822,1993-03-08T22,303.03638,101300.625
Irma,1,5.0,167.0,1002,15,1993030904,1993-03-09T04,303.03638,101300.625
Irma,1,5.2,166.0,1002,15,1993030910,1993-03-09T10,303.03638,101300.625
Irma,1,5.3,165.0,1002,15,1993030916,1993-03-09T16,303.03638,101300.625
Irma,1,5.5,164.5,1002,15,1993030922,1993-03-09T22,303.03638,101300.625
Irma,1,5.4,164.0,1002,15,1993031004,1993-03-10T04,303.03638,101300.625
Irma,1,5.3,163.5,1002,15,1993031010,1993-03-10T10,303.03638,101300.625
Irma,1,5.2,163.0,1002,15,1993031016,1993-03-10T16,303.03638,101300.625
Irma,1,5.4,162.3,1000,15,1993031022,1993-03-10T22,303.03638,101300.625
Irma,1,5.0,162.0,1000,15,1993031104,1993-03-11T04,303.03638,101300.625
Irma,1,4.7,162.1,1000,15,1993031110,1993-03-11T10,303.03638,101300.625
Irma,1,4.5,162.5,1000,15,1993031116,1993-03-11T16,303.03638,101300.625
Irma,1,4.5,162.5,1000,15,1993031122,1993-03-11T22,303.03638,101300.625
Irma,1,5.8,162.0,1000,15,1993031204,1993-03-12T04,303.03638,101300.625
Irma,1,5.9,161.0,1000,15,1993031210,1993-03-12T10,303.03638,101300.625
Irma,1,6.6,159.5,1000,15,1993031216,1993-03-12T16,303.03638,101300.625
Irma,1,7.5,158.5,1000,15,1993031222,1993-03-12T22,303.03638,101300.625
Irma,2,8.8,156.9,995,20,1993031304,1993-03-13T04,303.03638,101300.625
Irma,2,10.0,155.8,995,20,1993031310,1993-03-13T10,303.03638,101300.625
Irma,3,10.8,154.6,992,25,1993031316,1993-03-13T16,303.03638,101300.625
Irma,3,11.7,153.2,990,25,1993031322,1993-03-13T22,303.03638,101300.625
Irma,3,12.4,152.4,990,25,1993031404,1993-03-14T04,303.03638,101300.625
Irma,3,12.9,151.7,990,25,1993031410,1993-03-14T10,303.03638,101300.625
Irma,3,13.3,150.7,990,25,1993031416,1993-03-14T16,303.03638,101300.625
Irma,3,13.6,150.0,990,25,1993031422,1993-03-14T22,303.03638,101300.625
Irma,3,14.5,149.6,990,25,1993031504,1993-03-15T04,303.03638,101300.625
Irma,3,15.4,149.6,990,25,1993031510,1993-03-15T10,303.03638,101300.625
Irma,3,16.4,150.0,990,25,1993031516,1993-03-15T16,303.03638,101300.625
Irma,3,16.8,150.8,990,25,1993031522,1993-03-15T22,303.03638,101300.625
Irma,3,17.2,151.2,990,25,1993031604,1993-03-16T04,303.03638,101300.625
Irma,3,17.6,151.6,990,25,1993031610,1993-03-16T10,303.03638,101300.625
Irma,2,17.6,151.6,995,20,1993031616,1993-03-16T16,303.03638,101300.625
Irma,2,17.6,151.6,998,20,1993031622,1993-03-16T22,303.03638,101300.625
Irma,1,18.0,152.0,1000,15,1993031704,1993-03-17T04,303.03638,101300.625
Rita,0,7.0,141.0,1005,0,1961011304,1961-01-13T04,302.2661,100455.47
Rita,0,7.3,139.4,1002,0,1961011310,1961-01-13T10,302.52393,100522.84
Rita,0,7.5,137.6,1002,0,1961011316,1961-01-13T16,302.3579,100430.58
Rita,1,7.6,136.5,1000,15,1961011322,1961-01-13T22,302.2876,100313.34
Rita,1,8.0,135.4,1000,15,1961011404,1961-01-14T04,302.11572,100205.0
Rita,1,8.4,133.9,1000,15,1961011410,1961-01-14T10,302.1206,100270.92
Rita,1,9.1,132.6,1002,15,1961011416,1961-01-14T16,301.97607,100356.06
Rita,1,9.4,132.3,1002,15,1961011422,1961-01-14T22,301.82178,100387.53
Rita,1,9.7,132.1,1000,15,1961011504,1961-01-15T04,301.8579,100284.72
Rita,1,9.9,131.9,1000,15,1961011510,1961-01-15T10,301.8921,100237.66
Rita,2,10.2,131.8,999,20,1961011516,1961-01-15T16,301.88818,100284.84
Rita,2,10.6,131.8,996,20,1961011522,1961-01-15T22,301.7334,100204.22
Rita,2,11.1,132.1,998,20,1961011604,1961-01-16T04,301.53613,100181.11
Rita,2,11.5,132.5,998,20,1961011610,1961-01-16T10,301.37695,100186.59
Rita,1,11.8,133.2,1000,15,1961011616,1961-01-16T16,301.45898,100267.61
Rita,1,12.0,133.9,1000,15,1961011622,1961-01-16T22,301.17773,100243.53
Rita,1,12.2,134.7,1002,15,1961011704,1961-01-17T04,301.0791,100098.14
Rita,1,12.3,135.5,1002,15,1961011710,1961-01-17T10,301.08203,100194.84
Rita,1,12.4,136.2,1002,15,1961011716,1961-01-17T16,301.19434,100304.44
Rita,1,12.5,137.0,1000,15,1961011722,1961-01-17T22,300.93896,100350.36
Rita,1,12.6,137.9,1000,15,1961011804,1961-01-18T04,301.00635,100297.484
Rita,1,12.8,138.9,1002,15,1961011810,1961-01-18T10,301.0083,100420.734
Rita,1,13.2,139.7,1002,15,1961011816,1961-01-18T16,300.9214,100417.375
Rita,1,13.5,140.3,1002,15,1961011822,1961-01-18T22,300.55884,100491.97
Rita,0,13.9,141.1,1004,10,1961011904,1961-01-19T04,300.56372,100527.78
Rita,0,14.3,141.8,1004,10,1961011910,1961-01-19T10,300.6194,100711.11
Rita,0,14.7,142.5,1004,10,1961011916,1961-01-19T16,300.5891,100685.2
Rita,0,15.0,143.5,1004,10,1961011922,1961-01-19T22,300.72827,100698.69
Judy,1,4.5,152.5,1002,15,1986013004,1986-01-30T04,302.23608,100423.09
Judy,1,3.5,151.0,1002,15,1986013010,1986-01-30T10,302.04175,100461.94
Judy,1,2.7,150.0,1002,15,1986013016,1986-01-30T16,302.0056,100356.97
Judy,1,3.0,148.5,1000,15,1986013022,1986-01-30T22,301.73413,100507.875
Judy,1,3.3,147.0,1000,15,1986013104,1986-01-31T04,301.8484,100344.28
Judy,1,3.9,145.5,1000,15,1986013110,1986-01-31T10,301.89038,100570.61
Judy,1,4.3,143.6,998,15,1986013116,1986-01-31T16,301.53003,100545.31
Judy,2,4.5,142.0,998,20,1986013122,1986-01-31T22,301.448,100695.34
Judy,2,5.0,141.0,998,20,1986020104,1986-02-01T04,301.1814,100583.78
Judy,2,5.5,139.0,996,20,1986020110,1986-02-01T10,301.6267,100660.33
Judy,2,6.4,137.5,996,20,1986020116,1986-02-01T16,301.18823,100635.0
Judy,2,7.8,136.2,994,20,1986020122,1986-02-01T22,300.92847,100667.81
Judy,3,8.8,134.9,992,25,1986020204,1986-02-02T04,300.90405,100617.91
Judy,3,9.7,133.2,990,25,1986020210,1986-02-02T10,300.8181,100718.69
Judy,3,10.7,132.2,990,25,1986020216,1986-02-02T16,300.7019,100770.25
Judy,3,11.4,131.7,983,30,1986020222,1986-02-02T22,300.47363,100536.06
Judy,3,12.4,131.0,983,30,1986020304,1986-02-03T04,300.1748,100716.78
Judy,3,13.5,130.8,980,30,1986020310,1986-02-03T10,300.08203,100583.84
Judy,4,15.0,131.6,975,35,1986020316,1986-02-03T16,299.8506,100631.41
Judy,4,16.1,132.3,975,35,1986020322,1986-02-03T22,299.6499,100119.19
Judy,4,17.1,133.5,972,35,1986020404,1986-02-04T04,299.22314,100327.69
Judy,4,18.0,135.2,970,35,1986020410,1986-02-04T10,298.79443,100458.16
Judy,3,18.7,136.5,975,30,1986020416,1986-02-04T16,298.47217,100661.59
Judy,3,18.7,138.0,980,25,1986020422,1986-02-04T22,298.57544,100744.125
Judy,2,18.5,139.0,998,20,1986020504,1986-02-05T04,298.95435,100622.016
Judy,1,18.8,140.2,1000,15,1986020510,1986-02-05T10,299.30884,100677.59
Judy,1,18.7,141.8,1005,15,1986020516,1986-02-05T16,299.46802,100785.66
Sonamu,0,4.3,140.8,1008,10,2012123116,2012-12-31T16,302.50098,100560.0
Sonamu,0,4.5,139.0,1006,10,2012123122,2012-12-31T22,302.33374,100662.56
Sonamu,0,5.0,136.8,1006,10,2013010104,2013-01-01T04,302.27124,100564.625
Sonamu,1,5.8,134.5,1004,13,2013010110,2013-01-01T10,302.2273,100657.31
Sonamu,1,6.4,132.2,1006,13,2013010116,2013-01-01T16,302.00952,100705.81
Sonamu,1,7.3,130.0,1004,13,2013010122,2013-01-01T22,301.781,100708.31
Sonamu,1,7.7,128.1,1006,13,2013010204,2013-01-02T04,301.739,100798.44
Sonamu,1,8.1,126.3,1004,15,2013010210,2013-01-02T10,nan,98425.81
Sonamu,1,8.6,123.5,1004,15,2013010216,2013-01-02T16,nan,98478.81
Sonamu,1,8.9,121.3,1004,15,2013010222,2013-01-02T22,300.90332,100698.69
Sonamu,2,8.8,119.5,1002,18,2013010304,2013-01-03T04,301.57227,100836.06
Sonamu,2,8.7,117.9,1002,18,2013010310,2013-01-03T10,nan,99372.69
Sonamu,2,8.6,116.7,1002,18,2013010316,2013-01-03T16,302.16406,100716.06
Sonamu,2,8.5,115.2,1000,20,2013010322,2013-01-03T22,301.62476,100590.31
Sonamu,2,8.3,114.1,998,20,2013010404,2013-01-04T04,301.53198,100648.19
Sonamu,2,8.1,113.1,996,20,2013010410,2013-01-04T10,301.8806,100407.125
Sonamu,2,8.0,112.1,992,23,2013010416,2013-01-04T16,301.6941,100412.625
Sonamu,2,7.9,111.4,992,23,2013010422,2013-01-04T22,301.31738,100214.81
Sonamu,2,7.7,110.8,992,23,2013010504,2013-01-05T04,301.22656,100193.125
Sonamu,2,7.5,110.5,992,23,2013010510,2013-01-05T10,301.27148,99626.06
Sonamu,2,7.4,110.1,992,23,2013010516,2013-01-05T16,301.1328,99996.06
Sonamu,2,7.3,109.6,994,20,2013010522,2013-01-05T22,300.79395,100050.875
Sonamu,2,7.3,109.1,998,20,2013010604,2013-01-06T04,300.73145,100468.94
Sonamu,2,7.1,108.7,998,20,2013010610,2013-01-06T10,300.7373,99987.75
Sonamu,2,6.7,108.3,998,20,2013010616,2013-01-06T16,300.66602,100236.31
Sonamu,2,6.4,108.3,1000,18,2013010622,2013-01-06T22,300.3999,100142.0
Sonamu,2,6.1,108.4,1000,18,2013010704,2013-01-07T04,300.5952,100417.31
Sonamu,2,5.9,108.5,1002,18,2013010710,2013-01-07T10,300.5952,100464.0
Sonamu,1,5.7,108.6,1004,15,2013010716,2013-01-07T16,300.61475,100729.125
Sonamu,1,5.5,108.9,1006,15,2013010722,2013-01-07T22,299.7959,100482.25
Sonamu,1,5.1,109.3,1006,15,2013010804,2013-01-08T04,299.81055,100743.94
Sonamu,1,4.6,109.8,1008,13,2013010810,2013-01-08T10,300.29395,100561.0
Sonamu,1,4.2,110.3,1008,13,2013010816,2013-01-08T16,300.67773,100756.31
Sonamu,0,4.0,110.7,1010,10,2013010822,2013-01-08T22,300.65088,100650.94
Koryn,1,7.0,152.5,1000,15,1990011122,1990-01-11T22,301.7412,100450.78
Koryn,1,8.0,151.5,1000,15,1990011204,1990-01-12T04,301.26953,100147.5
Koryn,1,8.5,150.5,998,15,1990011210,1990-01-12T10,301.22852,100217.53
Koryn,1,9.0,149.5,998,15,1990011216,1990-01-12T16,301.1377,99991.03
Koryn,2,9.7,148.2,995,20,1990011222,1990-01-12T22,301.26318,100070.09
Koryn,2,11.2,146.6,995,20,1990011304,1990-01-13T04,300.99072,100068.34
Koryn,2,12.7,145.5,995,20,1990011310,1990-01-13T10,300.50537,100219.22
Koryn,3,13.3,145.4,990,25,1990011316,1990-01-13T16,300.52002,100048.5
Koryn,3,14.0,145.5,985,25,1990011322,1990-01-13T22,300.38745,99757.31
Koryn,3,14.5,145.5,980,30,1990011404,1990-01-14T04,300.3933,99522.875
Koryn,4,15.0,145.6,970,35,1990011410,1990-01-14T10,300.30054,99475.875
Koryn,4,15.5,145.8,970,35,1990011416,1990-01-14T16,300.2273,99382.0
Koryn,3,16.2,146.1,980,30,1990011422,1990-01-14T22,300.07104,99436.69
Koryn,3,16.6,146.2,980,30,1990011504,1990-01-15T04,300.00854,99387.19
Koryn,3,17.1,146.2,985,25,1990011510,1990-01-15T10,299.90405,99472.19
Koryn,3,17.8,146.2,985,25,1990011516,1990-01-15T16,299.6814,99535.375
Koryn,3,19.4,146.4,990,25,1990011522,1990-01-15T22,299.16284,100076.69
Koryn,3,21.2,146.9,990,25,1990011604,1990-01-16T04,298.864,100162.81
Koryn,2,22.8,148.3,995,20,1990011610,1990-01-16T10,298.45776,100198.25
Koryn,2,24.0,151.0,995,20,1990011616,1990-01-16T16,297.65698,100244.19
Koryn,2,26.0,154.5,995,20,1990011622,1990-01-16T22,295.9585,100482.5
Koryn,1,29.5,160.0,995,15,1990011704,1990-01-17T04,293.2046,100128.31
Georgia,0,5.7,158.3,1002,10,1951031722,1951-03-17T22,301.3391,100609.47
Georgia,1,6.0,159.4,1002,12,1951031804,1951-03-18T04,300.89575,100331.89
Georgia,1,6.3,160.4,1000,15,1951031810,1951-03-18T10,300.91528,100587.78
Georgia,1,6.7,161.5,1000,15,1951031816,1951-03-18T16,301.21118,100356.22
Georgia,1,7.0,162.5,998,15,1951031822,1951-03-18T22,301.12183,100593.0
Georgia,1,7.3,163.6,998,15,1951031904,1951-03-19T04,301.19214,100381.016
Georgia,2,7.4,164.7,994,20,1951031910,1951-03-19T10,300.75366,100616.78
Georgia,3,7.5,166.3,990,25,1951031916,1951-03-19T16,300.92065,100531.56
Georgia,3,7.7,167.5,990,25,1951031922,1951-03-19T22,300.95093,100616.66
Georgia,3,8.0,168.5,985,30,1951032004,1951-03-20T04,300.74097,100488.47
Georgia,4,8.2,169.5,980,35,1951032010,1951-03-20T10,301.02222,100586.625
Georgia,4,8.5,170.5,980,35,1951032016,1951-03-20T16,300.56323,100400.266
Georgia,5,8.8,171.5,978,45,1951032022,1951-03-20T22,301.115,100608.22
Georgia,5,9.1,171.9,978,45,1951032104,1951-03-21T04,300.86206,100292.125
Georgia,5,9.4,172.2,978,45,1951032110,1951-03-21T10,300.5359,100516.2
Georgia,5,9.7,172.3,970,50,1951032116,1951-03-21T16,300.49878,100154.28
Georgia,5,10.1,172.3,970,50,1951032122,1951-03-21T22,300.51636,100239.69
Georgia,5,10.4,172.0,970,50,1951032204,1951-03-22T04,300.60913,100059.0
Georgia,5,10.6,171.6,970,50,1951032210,1951-03-22T10,300.66675,100418.91
Georgia,5,10.8,171.1,970,50,1951032216,1951-03-22T16,300.5193,100369.53
Georgia,4,11.0,170.7,975,40,1951032222,1951-03-22T22,300.31714,100599.234
Georgia,4,11.2,169.6,980,35,1951032304,1951-03-23T04,299.87085,100472.31
Georgia,3,11.0,168.5,985,30,1951032310,1951-03-23T10,300.0642,100748.42
Georgia,3,10.5,166.7,985,30,1951032316,1951-03-23T16,300.2859,100597.94
Georgia,3,10.4,165.2,985,30,1951032322,1951-03-23T22,300.6062,100871.625
Georgia,3,10.2,163.6,990,25,1951032404,1951-03-24T04,300.88647,100608.39
Georgia,2,10.3,162.7,995,20,1951032410,1951-03-24T10,300.54272,100797.766
Georgia,1,10.7,162.3,1000,15,1951032416,1951-03-24T16,300.48022,100537.58
Georgia,1,11.3,161.8,1000,15,1951032422,1951-03-24T22,300.34155,100729.69
Georgia,0,11.5,161.1,1004,0,1951032504,1951-03-25T04,300.2976,100547.016
Georgia,0,11.4,160.3,1004,0,1951032510,1951-03-25T10,300.35327,100741.125
Georgia,0,10.9,159.5,1006,0,1951032516,1951-03-25T16,300.5896,100565.28
Georgia,0,10.4,158.7,1006,0,1951032522,1951-03-25T22,300.83545,100853.016
Georgia,0,10.2,157.8,1006,0,1951032604,1951-03-26T04,300.95166,100622.39
Georgia,0,10.0,156.8,1006,0,1951032610,1951-03-26T10,301.06787,100865.97
Georgia,0,10.0,155.9,1006,0,1951032616,1951-03-26T16,300.95166,100740.09
Georgia,0,10.0,155.0,1006,0,1951032622,1951-03-26T22,301.23193,100907.875
Tess,0,11.5,134.2,1006,0,1964051216,1964-05-12T16,302.08667,100850.31
Tess,0,11.7,133.8,1006,0,1964051222,1964-05-12T22,301.84326,100839.06
Tess,0,11.8,133.4,1006,0,1964051304,1964-05-13T04,301.82764,100785.625
Tess,0,12.0,133.0,1006,0,1964051310,1964-05-13T10,301.8872,100727.25
Tess,0,12.1,132.7,1006,0,1964051316,1964-05-13T16,301.84912,100661.125
Tess,1,12.2,132.2,1004,15,1964051322,1964-05-13T22,301.30322,100660.19
Tess,1,12.5,132.0,1002,15,1964051404,1964-05-14T04,301.29443,100556.375
Tess,1,12.7,131.9,1002,15,1964051410,1964-05-14T10,301.37744,100491.875
Tess,2,12.9,131.9,1000,20,1964051416,1964-05-14T16,301.49072,100456.0
Tess,2,13.0,131.6,999,20,1964051422,1964-05-14T22,301.34912,100424.5
Tess,2,12.8,131.3,1000,20,1964051504,1964-05-15T04,301.29932,100461.0
Tess,2,12.4,130.8,1000,20,1964051510,1964-05-15T10,301.2251,100463.81
Tess,2,11.9,130.3,1000,20,1964051516,1964-05-15T16,301.38428,100439.94
Tess,2,11.7,130.1,1000,20,1964051522,1964-05-15T22,301.13428,100463.875
Tess,2,11.4,129.9,1000,20,1964051604,1964-05-16T04,301.13037,100371.06
Tess,2,11.3,129.7,998,20,1964051610,1964-05-16T10,301.12354,100406.69
Tess,1,11.6,129.6,998,15,1964051616,1964-05-16T16,301.1294,100417.25
Tess,1,11.6,129.9,998,15,1964051622,1964-05-16T22,300.93213,100444.31
Tess,1,12.0,130.6,998,15,1964051704,1964-05-17T04,300.88623,100419.0
Tess,1,12.3,131.5,997,15,1964051710,1964-05-17T10,300.83154,100313.0
Tess,2,12.6,132.5,996,20,1964051716,1964-05-17T16,300.65967,100335.875
Tess,2,12.7,132.7,994,20,1964051722,1964-05-17T22,300.56104,100157.69
Tess,2,12.7,133.4,992,20,1964051804,1964-05-18T04,300.76318,100186.5
Tess,3,12.6,134.3,990,25,1964051810,1964-05-18T10,300.81396,100100.875
Tess,3,12.5,135.5,988,30,1964051816,1964-05-18T16,300.90283,100114.19
Tess,3,12.7,137.2,986,30,1964051822,1964-05-18T22,300.8286,100093.25
Tess,4,13.4,139.0,984,35,1964051904,1964-05-19T04,300.93115,100118.94
Tess,4,14.3,140.5,983,35,1964051910,1964-05-19T10,300.75928,100020.19
Tess,4,15.4,142.0,981,40,1964051916,1964-05-19T16,300.7085,100020.0
Tess,4,16.5,143.7,979,40,1964051922,1964-05-19T22,300.70264,100034.19
Tess,4,17.0,145.6,976,40,1964052004,1964-05-20T04,300.7173,99931.19
