Storm Name,Intensity Category,Latitude (°N),Longitude (°E),Pressure (hPa),Max Sustained Wind (m/s),DateTime(UTC),ConvertedDateTime,sst,sp
Phyllis,4,9.2,165.8,975,40,1969011716,1969-01-17T16,301.07715,100757.25
Phyllis,5,9.6,164.0,972,45,1969011722,1969-01-17T22,301.06982,100946.81
Phyllis,5,10.3,162.2,970,45,1969011804,1969-01-18T04,301.14697,100741.875
Phyllis,5,10.8,160.5,967,45,1969011810,1969-01-18T10,300.89014,100879.875
Phyllis,5,11.2,159.1,968,45,1969011816,1969-01-18T16,300.81885,100647.94
Phyllis,5,11.4,157.9,968,45,1969011822,1969-01-18T22,300.62817,100792.875
Phyllis,5,11.8,156.4,968,45,1969011904,1969-01-19T04,300.59692,100438.56
Phyllis,5,12.4,154.8,968,45,1969011910,1969-01-19T10,300.3479,100817.625
Phyllis,5,12.7,153.3,968,45,1969011916,1969-01-19T16,300.29028,100566.56
Phyllis,5,13.3,152.3,970,45,1969011922,1969-01-19T22,300.3103,100747.69
Phyllis,4,13.8,151.2,976,40,1969012004,1969-01-20T04,300.281,100713.56
Phyllis,4,14.0,150.3,977,40,1969012010,1969-01-20T10,300.1892,101000.44
Phyllis,4,13.7,149.8,980,35,1969012016,1969-01-20T16,300.32007,100765.69
Phyllis,4,14.0,149.6,980,35,1969012022,1969-01-20T22,300.34937,101050.0
Phyllis,3,13.8,150.0,984,30,1969012104,1969-01-21T04,300.3777,100818.0
Phyllis,3,13.0,148.5,990,25,1969012110,1969-01-21T10,300.67554,100926.69
Phyllis,2,13.4,146.3,995,20,1969012116,1969-01-21T16,300.614,100843.56
Phyllis,2,13.6,144.6,997,20,1969012122,1969-01-21T22,300.54395,100866.875
Phyllis,1,13.7,142.3,1000,15,1969012204,1969-01-22T04,300.6211,100787.94
Phyllis,1,13.4,140.6,1000,15,1969012210,1969-01-22T10,300.75684,100963.94
Phyllis,1,12.8,139.0,1000,15,1969012216,1969-01-22T16,300.7041,100899.625
Phyllis,1,12.1,137.3,1000,15,1969012222,1969-01-22T22,300.7041,100962.25
Phyllis,1,11.7,135.9,1000,15,1969012304,1969-01-23T04,300.75684,100857.0
Phyllis,1,11.4,134.3,1002,12,1969012310,1969-01-23T10,300.98633,100885.31
Phyllis,0,11.3,132.5,1006,0,1969012316,1969-01-23T16,300.95312,100930.31
Phyllis,0,11.3,130.8,1006,0,1969012322,1969-01-23T22,300.98535,100922.75
Phyllis,0,11.4,128.8,1006,0,1969012404,1969-01-24T04,300.96582,100900.94
Phyllis,0,11.5,127.0,1006,0,1969012410,1969-01-24T10,300.7744,100869.69
Sarah,0,14.0,117.0,1004,10,1983062216,1983-06-22T16,303.11914,100862.19
Sarah,0,13.0,117.0,1004,10,1983062222,1983-06-22T22,302.9453,100648.69
Sarah,1,11.5,116.5,1004,12,1983062304,1983-06-23T04,302.82715,100740.31
Sarah,1,11.5,115.0,1003,12,1983062310,1983-06-23T10,302.51367,100446.69
Sarah,1,12.5,114.0,1003,12,1983062316,1983-06-23T16,302.66895,100632.0
Sarah,1,13.0,113.0,1000,15,1983062322,1983-06-23T22,302.49707,100370.94
Sarah,1,13.5,112.0,1000,15,1983062404,1983-06-24T04,302.82812,100496.69
Sarah,1,14.2,111.3,1000,15,1983062410,1983-06-24T10,302.93945,100343.625
Sarah,1,15.1,110.5,998,15,1983062416,1983-06-24T16,302.73633,100503.5
Sarah,2,15.7,109.8,998,20,1983062422,1983-06-24T22,303.0127,100208.19
Sarah,2,16.2,108.9,998,20,1983062504,1983-06-25T04,302.65918,100157.44
Sarah,2,17.7,107.3,998,20,1983062510,1983-06-25T10,302.1621,100268.44
Sarah,1,18.0,106.3,1000,15,1983062516,1983-06-25T16,nan,99171.94
Sarah,1,18.5,105.0,1000,12,1983062522,1983-06-25T22,nan,93004.19
Alice,1,2.0,174.0,1002,15,1978123022,1978-12-30T22,302.7317,100466.875
Alice,1,2.1,172.6,1000,15,1978123104,1978-12-31T04,302.6184,100222.28
Alice,1,2.3,171.6,1000,15,1978123110,1978-12-31T10,302.71997,100433.94
Alice,2,3.0,171.0,998,20,1978123116,1978-12-31T16,302.52075,100180.0
Alice,2,3.7,170.1,995,20,1978123122,1978-12-31T22,302.5432,100362.78
Alice,2,4.4,169.6,995,20,1979010104,1979-01-01T04,302.36963,100120.375
Alice,3,5.0,169.1,990,25,1979010110,1979-01-01T10,302.36865,100457.625
Alice,3,5.3,168.7,986,25,1979010116,1979-01-01T16,302.3589,100155.31
Alice,3,5.6,168.0,986,25,1979010122,1979-01-01T22,301.9834,100237.69
Alice,3,6.1,167.7,986,25,1979010204,1979-01-02T04,301.9922,99964.81
Alice,3,6.6,168.0,986,25,1979010210,1979-01-02T10,302.10742,100166.66
Alice,3,7.3,168.3,984,25,1979010216,1979-01-02T16,301.93457,99917.31
Alice,3,8.0,168.0,984,25,1979010222,1979-01-02T22,301.59302,100079.19
Alice,3,8.5,168.2,984,25,1979010304,1979-01-03T04,301.40356,99804.06
Alice,3,9.0,168.3,984,25,1979010310,1979-01-03T10,301.21704,99997.78
Alice,3,9.2,167.9,982,25,1979010316,1979-01-03T16,301.13403,99719.875
Alice,3,9.3,167.3,982,30,1979010322,1979-01-03T22,301.24487,99670.69
Alice,3,9.3,166.7,980,30,1979010404,1979-01-04T04,301.33765,99551.31
Alice,3,9.5,165.9,980,30,1979010410,1979-01-04T10,301.3474,99790.69
Alice,3,9.6,165.1,975,30,1979010416,1979-01-04T16,301.41772,99732.28
Alice,3,9.7,164.2,975,30,1979010422,1979-01-04T22,301.3203,100060.875
Alice,3,9.8,163.4,969,30,1979010504,1979-01-05T04,301.23633,99778.56
Alice,3,10.4,162.6,967,30,1979010510,1979-01-05T10,301.09863,100091.0
Alice,3,11.2,161.6,964,30,1979010516,1979-01-05T16,300.81934,100002.625
Alice,4,12.0,160.4,962,35,1979010522,1979-01-05T22,300.97925,100278.78
Alice,4,12.1,159.5,961,35,1979010604,1979-01-06T04,301.06226,99850.19
Alice,4,12.2,158.5,958,35,1979010610,1979-01-06T10,301.10034,100088.09
Alice,4,12.3,157.6,950,40,1979010616,1979-01-06T16,301.06226,99950.69
Alice,4,12.4,156.5,948,40,1979010622,1979-01-06T22,300.92163,100332.81
Alice,5,12.5,155.3,940,45,1979010704,1979-01-07T04,301.1599,100230.81
Alice,5,12.2,154.0,928,50,1979010710,1979-01-07T10,301.05933,100417.81
Alice,5,12.1,152.9,930,50,1979010716,1979-01-07T16,301.1443,100291.69
Alice,5,12.0,151.5,935,50,1979010722,1979-01-07T22,301.1775,100489.72
Alice,5,12.0,150.3,945,45,1979010804,1979-01-08T04,301.30835,100317.81
Alice,5,11.9,149.0,957,45,1979010810,1979-01-08T10,301.34937,100567.16
Alice,5,11.9,147.8,960,45,1979010816,1979-01-08T16,301.42358,100529.94
Alice,4,12.1,146.7,965,40,1979010822,1979-01-08T22,301.39624,100391.19
Alice,4,12.1,145.3,970,40,1979010904,1979-01-09T04,301.60034,100343.0
Alice,4,11.9,144.2,970,40,1979010910,1979-01-09T10,301.91772,100479.0
Alice,4,12.0,142.8,970,40,1979010916,1979-01-09T16,301.7693,100423.94
Alice,4,12.2,141.5,965,40,1979010922,1979-01-09T22,301.35132,100574.25
Alice,4,12.3,140.3,960,40,1979011004,1979-01-10T04,301.56714,100450.94
Alice,4,12.4,139.1,950,40,1979011010,1979-01-10T10,301.33374,100599.125
Alice,5,12.5,138.7,945,45,1979011016,1979-01-10T16,301.32788,100420.59
Alice,5,12.7,138.1,941,45,1979011022,1979-01-10T22,301.4265,100488.19
Alice,5,13.0,137.6,938,45,1979011104,1979-01-11T04,301.51636,100460.19
Alice,5,13.5,137.2,940,45,1979011110,1979-01-11T10,301.4099,100458.25
Alice,5,13.8,137.1,945,45,1979011116,1979-01-11T16,301.29956,100516.91
Alice,5,14.2,136.8,950,45,1979011122,1979-01-11T22,301.10718,100496.53
Alice,4,14.6,136.6,960,40,1979011204,1979-01-12T04,301.03394,100465.56
Alice,4,15.1,136.6,965,40,1979011210,1979-01-12T10,300.83472,100530.81
Alice,4,15.5,136.8,970,35,1979011216,1979-01-12T16,300.5437,100592.06
Alice,4,15.9,136.9,980,35,1979011222,1979-01-12T22,300.26318,100616.44
Alice,3,16.1,137.1,985,30,1979011304,1979-01-13T04,300.26318,100651.19
Alice,3,16.5,137.5,985,30,1979011310,1979-01-13T10,300.07275,100722.84
Alice,3,17.0,137.0,985,25,1979011316,1979-01-13T16,299.87158,100965.36
Alice,3,16.8,135.8,985,25,1979011322,1979-01-13T22,299.91943,100960.97
Alice,2,17.0,135.1,990,20,1979011404,1979-01-14T04,299.8706,101083.06
Alice,1,17.3,134.3,994,15,1979011410,1979-01-14T10,299.7378,101152.56
Alice,1,17.3,133.3,998,12,1979011416,1979-01-14T16,299.62646,101289.95
Alice,0,17.2,132.3,998,10,1979011422,1979-01-14T22,299.52417,101252.75
Lingling,1,9.8,127.9,1006,13,2014011622,2014-01-16T22,301.11353,100201.75
Lingling,1,9.7,127.6,1006,13,2014011704,2014-01-17T04,300.98657,100199.31
Lingling,1,9.6,127.4,1006,13,2014011710,2014-01-17T10,300.97876,100252.56
Lingling,1,9.4,127.5,1002,15,2014011716,2014-01-17T16,300.97876,100265.56
Lingling,2,9.1,127.8,1000,18,2014011722,2014-01-17T22,301.2119,100559.25
Lingling,2,8.6,128.0,1000,18,2014011804,2014-01-18T04,301.3291,100694.06
Lingling,2,8.0,128.1,1000,18,2014011810,2014-01-18T10,301.375,100722.56
Lingling,2,7.5,128.1,1000,18,2014011816,2014-01-18T16,301.4375,100866.625
Lingling,1,7.2,128.1,1002,15,2014011822,2014-01-18T22,301.3662,100831.75
Lingling,1,6.9,128.1,1006,13,2014011904,2014-01-19T04,301.36816,100787.75
Owen,1,10.8,134.8,1004,12,1994033104,1994-03-31T04,301.1963,100804.875
Owen,1,11.1,133.9,1002,15,1994033110,1994-03-31T10,301.06055,100743.56
Owen,1,11.3,133.0,1000,15,1994033116,1994-03-31T16,301.02148,100836.19
Owen,2,11.4,132.1,996,20,1994033122,1994-03-31T22,301.1311,100720.69
Owen,2,11.6,131.6,996,20,1994040104,1994-04-01T04,301.23462,100626.375
Owen,2,11.6,131.1,996,20,1994040110,1994-04-01T10,301.17798,100539.5
Owen,2,11.6,130.6,996,20,1994040116,1994-04-01T16,301.12524,100539.625
Owen,2,11.5,129.8,996,20,1994040122,1994-04-01T22,301.39087,100419.81
Owen,2,11.4,129.2,995,20,1994040204,1994-04-02T04,301.56567,100367.06
Owen,2,11.3,128.7,995,20,1994040210,1994-04-02T10,301.62622,100252.81
Owen,3,11.0,128.2,990,25,1994040216,1994-04-02T16,301.6233,100272.56
Owen,3,10.6,127.6,985,25,1994040222,1994-04-02T22,301.6687,100310.81
Owen,3,10.4,127.1,985,25,1994040304,1994-04-03T04,301.6521,100541.19
Owen,3,10.3,126.5,980,30,1994040310,1994-04-03T10,301.406,100538.06
Owen,3,10.2,125.9,980,30,1994040316,1994-04-03T16,300.93823,100296.0
Owen,3,10.4,124.4,980,30,1994040322,1994-04-03T22,301.35425,100575.81
Owen,3,10.7,123.1,980,30,1994040404,1994-04-04T04,300.94604,99193.75
Owen,3,10.6,122.1,985,25,1994040410,1994-04-04T10,nan,100157.75
Owen,3,10.6,121.2,990,25,1994040416,1994-04-04T16,301.76733,100764.625
Owen,3,10.8,120.4,990,25,1994040422,1994-04-04T22,301.15186,100528.375
Owen,3,11.3,119.7,990,25,1994040504,1994-04-05T04,300.97607,100432.625
Owen,2,11.7,118.7,996,20,1994040510,1994-04-05T10,301.7417,100501.5
Owen,2,11.9,117.7,996,20,1994040516,1994-04-05T16,301.604,100657.125
Owen,2,12.2,117.0,994,20,1994040522,1994-04-05T22,301.4497,100508.625
Owen,3,12.5,116.4,990,25,1994040604,1994-04-06T04,301.38818,100482.19
Owen,3,12.9,116.0,990,25,1994040610,1994-04-06T10,301.25244,100412.94
Owen,3,13.4,115.7,990,25,1994040616,1994-04-06T16,301.25635,100535.875
Owen,2,14.3,116.0,995,20,1994040622,1994-04-06T22,301.35303,100120.25
Owen,2,15.3,116.5,995,20,1994040704,1994-04-07T04,300.9995,100463.75
Owen,2,15.7,116.6,995,20,1994040710,1994-04-07T10,300.76807,100297.25
Owen,2,16.2,116.7,995,20,1994040716,1994-04-07T16,300.5464,100502.25
Owen,2,16.6,116.9,996,20,1994040722,1994-04-07T22,300.42627,100489.06
Owen,2,17.1,117.2,996,20,1994040804,1994-04-08T04,300.30908,100589.19
Owen,1,17.5,117.5,1000,15,1994040810,1994-04-08T10,300.23877,100439.69
Owen,1,18.0,118.0,1002,15,1994040816,1994-04-08T16,300.0288,100590.06
Owen,1,18.5,118.5,1005,12,1994040822,1994-04-08T22,299.95068,100815.625
Sarah,1,8.2,142.5,1000,12,1971010722,1971-01-07T22,301.25024,101013.69
Sarah,1,8.4,141.2,1000,12,1971010804,1971-01-08T04,301.25024,101013.69
Sarah,1,8.8,139.8,1000,12,1971010810,1971-01-08T10,301.25024,101013.69
Sarah,1,9.5,138.6,998,15,1971010816,1971-01-08T16,301.15552,101041.69
Sarah,2,10.7,137.7,997,20,1971010822,1971-01-08T22,300.8684,101107.69
Sarah,2,11.1,137.1,994,20,1971010904,1971-01-09T04,300.8059,101117.69
Sarah,2,11.2,136.4,990,20,1971010910,1971-01-09T10,300.76294,101140.69
Sarah,3,10.9,136.4,989,25,1971010916,1971-01-09T16,300.8059,101117.69
Sarah,3,12.0,137.1,990,25,1971010922,1971-01-09T22,300.67017,101194.69
Sarah,2,13.4,137.6,995,20,1971011004,1971-01-10T04,300.29126,101270.69
Sarah,2,14.4,139.1,998,20,1971011010,1971-01-10T10,300.1516,101336.69
Sarah,2,14.8,140.3,1000,20,1971011016,1971-01-10T16,300.1018,101369.69
Sarah,1,15.3,140.9,1000,15,1971011022,1971-01-10T22,299.94946,101386.69
Sarah,1,16.0,141.3,1000,15,1971011104,1971-01-11T04,299.64478,101433.69
Sarah,9,16.8,142.0,1000,15,1971011110,1971-01-11T10,299.28442,101477.69
Sarah,9,17.6,144.0,997,20,1971011116,1971-01-11T16,298.94556,101513.69
Sarah,9,17.8,146.1,996,20,1971011122,1971-01-11T22,298.80493,101531.69
Sarah,9,18.0,148.0,996,20,1971011204,1971-01-12T04,298.65552,101548.69
Sarah,9,18.8,150.5,998,15,1971011210,1971-01-12T10,298.18872,101569.69
Sarah,9,20.8,153.4,1000,15,1971011216,1971-01-12T16,298.06763,101575.69
Sarah,9,22.7,157.0,1002,15,1971011222,1971-01-12T22,298.06763,101575.69
Sarah,9,23.5,161.0,1002,12,1971011304,1971-01-13T04,298.06763,101575.69
Sarah,9,23.5,164.5,1002,12,1971011310,1971-01-13T10,298.06763,101575.69
Sarah,9,23.5,168.5,1003,12,1971011316,1971-01-13T16,298.06763,101575.69
Sarah,9,23.7,173.0,1004,0,1971011322,1971-01-13T22,298.06763,101575.69
Sarah,9,24.0,177.5,1004,0,1971011404,1971-01-14T04,298.06763,101575.69
Omais,1,7.9,142.6,1004,15,2010032122,2010-03-21T22,301.58203,100393.81
Omais,1,8.4,141.8,1004,15,2010032204,2010-03-22T04,301.46973,99971.72
Omais,1,8.9,140.7,1002,15,2010032210,2010-03-22T10,301.57227,100165.34
Omais,1,9.5,139.6,1002,15,2010032216,2010-03-22T16,301.28125,100211.5
Omais,1,10.1,138.7,1002,15,2010032222,2010-03-22T22,301.39844,100185.81
Omais,1,10.6,137.4,1002,15,2010032304,2010-03-23T04,301.59375,100313.22
Omais,1,10.9,136.4,1002,15,2010032310,2010-03-23T10,301.81055,100495.125
Omais,1,11.6,135.5,1000,15,2010032316,2010-03-23T16,301.6787,100410.06
Omais,1,12.3,134.5,1000,15,2010032322,2010-03-23T22,300.5,100380.34
Omais,2,13.3,133.4,998,18,2010032404,2010-03-24T04,300.59668,100434.0
Omais,2,14.1,132.6,998,18,2010032410,2010-03-24T10,300.71484,100389.78
Omais,2,14.8,132.3,998,18,2010032416,2010-03-24T16,300.8047,100419.34
Omais,2,15.4,132.1,998,18,2010032422,2010-03-24T22,300.69238,100481.97
Omais,2,16.2,132.1,998,18,2010032504,2010-03-25T04,300.6123,100532.06
Omais,2,17.0,132.2,998,18,2010032510,2010-03-25T10,300.53027,100614.72
Omais,2,17.4,131.6,1000,18,2010032516,2010-03-25T16,300.52832,100569.516
Omais,1,17.6,131.8,1004,15,2010032522,2010-03-25T22,300.65723,100542.734
Omais,1,17.7,132.1,1006,13,2010032604,2010-03-26T04,300.62012,100433.59
Axel,1,5.2,178.5,1000,15,1992010422,1992-01-04T22,301.61987,99998.94
Axel,1,5.5,177.5,1000,15,1992010504,1992-01-05T04,301.53882,99716.625
Axel,1,5.8,176.5,998,15,1992010510,1992-01-05T10,301.55737,100048.72
Axel,2,6.1,176.1,995,20,1992010516,1992-01-05T16,301.39136,99590.97
Axel,2,6.2,175.1,995,20,1992010522,1992-01-05T22,301.0642,99852.94
Axel,2,6.2,174.4,995,20,1992010604,1992-01-06T04,301.0056,99412.94
Axel,2,6.2,173.0,990,20,1992010610,1992-01-06T10,300.82593,99838.31
Axel,2,6.1,172.2,990,20,1992010616,1992-01-06T16,300.86108,99778.0
Axel,3,5.8,170.7,985,25,1992010622,1992-01-06T22,300.5244,100270.69
Axel,3,5.6,169.5,985,25,1992010704,1992-01-07T04,300.64453,100157.625
Axel,3,5.6,168.8,985,25,1992010710,1992-01-07T10,300.63477,100505.19
Axel,3,5.8,168.5,980,30,1992010716,1992-01-07T16,300.47363,99823.56
Axel,3,5.8,167.7,980,30,1992010722,1992-01-07T22,300.33813,99781.0
Axel,3,6.2,166.0,980,30,1992010804,1992-01-08T04,300.49146,99793.81
Axel,3,6.5,163.9,980,30,1992010810,1992-01-08T10,300.40942,100388.47
Axel,3,6.8,162.3,980,30,1992010816,1992-01-08T16,300.49048,100347.41
Axel,3,7.0,160.5,980,30,1992010822,1992-01-08T22,300.3777,100478.72
Axel,3,7.2,159.2,980,30,1992010904,1992-01-09T04,300.3308,100304.09
Axel,3,7.2,157.3,980,30,1992010910,1992-01-09T10,300.46655,100517.75
Axel,3,7.3,155.8,985,25,1992010916,1992-01-09T16,300.1941,100435.22
Axel,3,8.2,154.7,985,25,1992010922,1992-01-09T22,300.36963,100689.56
Axel,2,8.5,153.7,990,20,1992011004,1992-01-10T04,300.3286,100458.59
Axel,2,8.9,152.9,995,20,1992011010,1992-01-10T10,300.32178,100581.44
Axel,2,9.6,152.4,995,20,1992011016,1992-01-10T16,300.39014,100386.03
Axel,2,9.6,151.4,995,20,1992011022,1992-01-10T22,300.448,100435.34
Axel,1,9.8,150.4,998,15,1992011104,1992-01-11T04,300.5105,100191.97
Axel,1,10.1,149.3,998,15,1992011110,1992-01-11T10,300.3562,100364.7
Axel,1,10.3,148.0,998,15,1992011116,1992-01-11T16,300.3474,100345.16
Axel,1,10.4,146.1,998,15,1992011122,1992-01-11T22,300.38257,100513.84
Axel,1,10.5,144.5,998,15,1992011204,1992-01-12T04,300.2185,100296.53
Axel,1,10.7,143.4,1000,15,1992011210,1992-01-12T10,300.34937,100400.0
Axel,1,11.3,143.2,1000,15,1992011216,1992-01-12T16,300.37866,100271.59
Axel,1,12.2,143.0,1000,15,1992011222,1992-01-12T22,300.09717,100563.44
Axel,1,13.2,142.5,1002,15,1992011304,1992-01-13T04,300.1411,100321.84
Axel,1,13.9,141.9,1002,15,1992011310,1992-01-13T10,299.87256,100491.41
Axel,1,14.2,140.8,1004,12,1992011316,1992-01-13T16,300.062,100295.875
Kulap,1,6.0,150.2,1004,15,2005011316,2005-01-13T16,302.81616,100405.875
Kulap,1,5.7,148.0,1002,15,2005011322,2005-01-13T22,302.49097,100529.78
Kulap,1,6.0,147.4,1000,15,2005011404,2005-01-14T04,302.5935,100318.75
Kulap,1,6.8,147.1,1000,15,2005011410,2005-01-14T10,302.71558,100447.34
Kulap,1,7.5,146.3,1000,15,2005011416,2005-01-14T16,302.4939,100331.84
Kulap,1,8.1,147.4,998,15,2005011422,2005-01-14T22,302.0349,100491.97
Kulap,2,9.5,147.4,995,18,2005011504,2005-01-15T04,301.57593,100266.16
Kulap,2,10.4,146.9,992,20,2005011510,2005-01-15T10,301.29858,100533.56
Kulap,2,11.5,146.6,992,20,2005011516,2005-01-15T16,301.11597,100441.06
Kulap,2,12.5,146.2,990,23,2005011522,2005-01-15T22,300.94116,100512.125
Kulap,2,13.1,145.9,990,23,2005011604,2005-01-16T04,300.81128,100242.94
Kulap,2,13.5,146.5,990,23,2005011610,2005-01-16T10,300.7107,100223.66
Kulap,2,14.2,147.7,990,23,2005011616,2005-01-16T16,300.51147,100105.72
Kulap,2,14.9,148.6,990,23,2005011622,2005-01-16T22,300.33862,100188.47
Kulap,2,15.7,149.6,990,23,2005011704,2005-01-17T04,300.30444,100077.41
Kulap,3,16.3,150.7,985,25,2005011710,2005-01-17T10,300.13354,100509.41
Kulap,3,16.7,151.6,985,25,2005011716,2005-01-17T16,299.97534,100324.22
Kulap,3,17.3,152.6,985,25,2005011722,2005-01-17T22,299.94897,100516.09
Kulap,3,17.6,153.2,985,25,2005011804,2005-01-18T04,299.9226,100306.91
Kulap,2,18.0,153.8,990,23,2005011810,2005-01-18T10,299.91284,100589.875
Kulap,2,18.4,154.4,1000,18,2005011816,2005-01-18T16,299.96558,100585.97
Kulap,1,18.7,155.1,1004,15,2005011822,2005-01-18T22,299.8152,100792.0
Kulap,1,18.9,155.8,1010,12,2005011904,2005-01-19T04,299.69604,100636.766
Lola,1,6.6,137.6,1002,12,1975012022,1975-01-20T22,301.37915,100464.44
Lola,1,6.9,137.0,1002,12,1975012104,1975-01-21T04,301.36157,100069.19
Lola,1,7.2,136.2,1002,12,1975012110,1975-01-21T10,301.3235,100111.69
Lola,1,7.3,135.5,1002,12,1975012116,1975-01-21T16,301.11157,100208.75
Lola,2,7.5,134.8,1000,20,1975012122,1975-01-21T22,300.9287,100291.44
Lola,2,7.6,134.5,995,20,1975012204,1975-01-22T04,300.87793,99864.94
Lola,3,7.8,134.2,990,25,1975012210,1975-01-22T10,300.79883,99578.56
Lola,3,8.0,134.0,990,25,1975012216,1975-01-22T16,300.69727,99425.75
Lola,3,8.5,133.0,985,30,1975012222,1975-01-22T22,300.4038,99993.31
Lola,3,8.8,131.4,985,30,1975012304,1975-01-23T04,300.33154,100306.25
Lola,4,8.8,129.7,980,35,1975012310,1975-01-23T10,299.9956,100420.75
Lola,4,8.8,128.0,975,35,1975012316,1975-01-23T16,300.2505,100636.06
Lola,4,9.0,126.4,975,35,1975012322,1975-01-23T22,300.10767,100174.0
Lola,3,9.4,124.6,985,30,1975012404,1975-01-24T04,299.64966,100023.75
Lola,3,10.2,122.7,990,25,1975012410,1975-01-24T10,299.261,100350.375
Lola,3,10.9,120.8,995,25,1975012416,1975-01-24T16,299.1643,100828.125
Lola,3,11.7,118.7,995,25,1975012422,1975-01-24T22,299.5874,100822.31
Lola,3,12.3,116.8,993,30,1975012504,1975-01-25T04,299.70557,101057.125
Lola,3,13.0,115.1,993,30,1975012510,1975-01-25T10,299.5298,100945.81
Lola,3,13.6,114.0,990,30,1975012516,1975-01-25T16,299.31787,100972.81
Lola,4,14.2,113.2,990,35,1975012522,1975-01-25T22,298.55444,100586.31
Lola,4,15.1,112.5,990,35,1975012604,1975-01-26T04,297.8396,100605.31
Lola,4,15.7,112.3,990,35,1975012610,1975-01-26T10,297.77515,100269.625
Lola,4,16.3,112.2,990,35,1975012616,1975-01-26T16,297.52026,100287.75
Lola,4,16.9,112.3,990,40,1975012622,1975-01-26T22,297.18213,100280.875
Lola,4,16.7,112.8,995,35,1975012704,1975-01-27T04,297.38428,100061.56
Lola,3,16.0,112.7,998,30,1975012710,1975-01-27T10,297.7163,100041.06
Lola,3,15.5,112.3,1000,25,1975012716,1975-01-27T16,297.89795,100354.25
Lola,2,15.0,111.7,1000,20,1975012722,1975-01-27T22,298.23633,100619.19
Lola,1,14.8,111.1,1005,15,1975012804,1975-01-28T04,298.2461,100991.69
Orchid,1,7.2,149.1,1004,12,1987010816,1987-01-08T16,301.21826,100713.17
Orchid,1,7.6,147.8,1004,12,1987010822,1987-01-08T22,301.39697,100875.89
Orchid,1,8.0,146.3,1002,15,1987010904,1987-01-09T04,301.70557,100716.44
Orchid,2,8.5,144.8,995,20,1987010910,1987-01-09T10,301.5337,100830.47
Orchid,3,8.8,143.3,989,25,1987010916,1987-01-09T16,301.5298,100828.94
Orchid,3,9.2,142.0,986,25,1987010922,1987-01-09T22,301.1333,100982.41
Orchid,4,9.5,140.7,977,35,1987011004,1987-01-10T04,300.95752,100833.67
Orchid,4,9.8,139.3,968,40,1987011010,1987-01-10T10,300.89307,100841.14
Orchid,5,10.2,138.0,955,45,1987011016,1987-01-10T16,300.64795,100887.34
Orchid,5,10.4,136.9,955,45,1987011022,1987-01-10T22,300.5796,101011.55
Orchid,5,10.7,135.9,964,45,1987011104,1987-01-11T04,300.39014,100909.55
Orchid,4,10.9,134.9,970,40,1987011110,1987-01-11T10,300.38525,100722.22
Orchid,4,11.0,134.0,980,35,1987011116,1987-01-11T16,300.3286,100772.33
Orchid,4,11.3,133.3,975,35,1987011122,1987-01-11T22,299.9546,100710.67
Orchid,3,11.7,132.7,978,30,1987011204,1987-01-12T04,299.93408,100647.0
Orchid,3,11.8,132.1,985,30,1987011210,1987-01-12T10,300.00342,100577.39
Orchid,3,11.3,131.6,991,25,1987011216,1987-01-12T16,300.11475,100592.516
Orchid,3,10.5,131.4,991,25,1987011222,1987-01-12T22,300.04932,100435.3
Orchid,2,10.0,131.5,995,20,1987011304,1987-01-13T04,300.00244,100534.625
Orchid,2,9.5,131.8,995,20,1987011310,1987-01-13T10,300.1255,100608.11
Fran,0,5.5,128.6,1006,0,1962020204,1962-02-02T04,300.72705,100835.734
Fran,0,5.4,128.4,1006,0,1962020210,1962-02-02T10,300.72705,100736.75
Fran,1,5.5,128.5,1005,15,1962020216,1962-02-02T16,300.72705,100703.81
Fran,1,5.7,129.0,1005,15,1962020222,1962-02-02T22,300.6892,100762.78
Fran,1,5.9,129.4,1005,15,1962020304,1962-02-03T04,300.54272,100710.55
Fran,2,6.2,129.8,1005,20,1962020310,1962-02-03T10,300.41675,100779.05
Fran,3,6.5,130.0,1003,25,1962020316,1962-02-03T16,300.38354,100724.94
Fran,3,7.0,129.9,1000,25,1962020322,1962-02-03T22,300.51294,100613.3
Fran,3,7.4,129.7,1000,25,1962020404,1962-02-04T04,300.61255,100590.7
Fran,3,7.8,129.3,1000,25,1962020410,1962-02-04T10,300.5891,100669.375
Fran,2,8.2,128.7,1001,20,1962020416,1962-02-04T16,300.33716,100775.97
Fran,1,8.5,128.3,1003,15,1962020422,1962-02-04T22,300.11157,100872.3
Fran,1,8.9,128.2,1005,15,1962020504,1962-02-05T04,300.02075,101035.336
Fran,1,9.3,128.5,1008,15,1962020510,1962-02-05T10,300.1057,101019.06
Fran,1,9.6,128.9,1010,12,1962020516,1962-02-05T16,300.13892,101141.45
Mekkhala,1,8.6,142.8,1004,13,2015011216,2015-01-12T16,301.45898,100472.875
Mekkhala,1,8.5,142.3,1002,13,2015011222,2015-01-12T22,301.4563,100506.0
Mekkhala,1,8.8,141.6,1000,15,2015011304,2015-01-13T04,301.32153,100256.81
Mekkhala,1,9.2,140.8,1000,15,2015011310,2015-01-13T10,301.57446,100358.125
Mekkhala,2,10.0,139.8,998,18,2015011316,2015-01-13T16,301.4807,100369.19
Mekkhala,2,10.4,138.4,998,18,2015011322,2015-01-13T22,301.1897,100556.31
Mekkhala,2,11.0,137.2,998,18,2015011404,2015-01-14T04,301.3147,100395.44
Mekkhala,2,11.3,135.8,998,18,2015011410,2015-01-14T10,301.00122,100473.94
